Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
19,David Garrard,JAX,QB,16,3597,15,10,323,3,0,0,0,0,0,0,0,13.8,220.18
20,Jason Campbell,WAS,QB,16,3618,20,15,236,1,0,0,0,0,0,0,0,13.6,218.32
21,Kyle Orton,DEN,QB,16,3802,21,12,71,0,0,0,0,0,0,0,0,13.4,215.18
22,Kurt Warner,ARI,QB,15,3753,26,14,10,0,0,0,0,0,0,0,0,14.3,215.12
23,Andre Johnson,HOU,WR,16,0,0,0,10,0,101,1569,9,0,0,0,0,13.4,213.9
24,Ricky Williams,MIA,RB,16,0,0,1,1121,11,35,264,2,0,0,0,0,13.3,212.5
25,Carson Palmer,CIN,QB,16,3094,21,13,93,3,0,0,0,0,0,0,0,13.1,209.06
26,Ryan Grant,GB,RB,16,0,0,0,1253,11,25,197,0,0,0,0,0,13.1,209
27,Joe Flacco,BAL,QB,16,3613,21,12,56,0,0,0,0,0,0,0,0,12.9,206.12
28,Randy Moss,NE,WR,16,0,0,0,0,0,83,1264,13,0,1,0,0,12.8,204.4
29,Patrick Willis,SF,ILB,16,0,0,0,0,0,0,0,0,4,3,3,0,12.4,199.2
30,Miles Austin,DAL,WR,16,0,0,0,-2,0,81,1320,11,0,0,0,0,12.4,197.8
31,Joseph Addai,IND,RB,15,22,1,0,828,10,51,336,3,0,0,0,0,13.2,197.28
32,Steven Jackson,LAR,RB,15,0,0,0,1416,4,51,322,0,0,0,0,0,12.9,193.8
33,Jonathan Stewart,CAR,RB,16,0,0,0,1133,10,18,139,1,0,0,0,0,11.8,189.2
34,DeSean Jackson,PHI,WR,15,0,0,0,137,1,62,1156,9,0,0,0,0,12.5,187.3
35,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,97,1092,13,0,0,0,0,11.7,187.2
36,Jamaal Charles,KC,RB,15,0,0,0,1120,7,40,297,1,0,0,0,0,12.4,185.7
37,Reggie Wayne,IND,WR,16,0,0,1,0,0,100,1264,10,0,0,0,0,11.5,184.4
38,Matt Ryan,ATL,QB,14,2916,22,14,49,1,0,0,0,0,0,0,0,13.1,183.54
39,Roddy White,ATL,WR,16,0,0,0,2,0,85,1153,11,0,0,1,0,11.3,181.5
40,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,35,26,15,13,11.3,181
41,Rashard Mendenhall,PIT,RB,16,0,0,0,1108,7,25,261,1,0,0,0,0,11.2,178.9
42,Jon Beason,CAR,ILB,16,0,0,0,0,0,0,0,0,3,3,1,2,11.1,178
43,Sidney Rice,MIN,WR,16,0,0,0,0,0,83,1312,8,0,0,0,0,11.1,177.2
44,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,44,18,23,15,11.1,177
45,Brandon Marshall,DEN,WR,15,0,0,0,39,0,101,1120,10,0,0,0,0,11.7,175.9
46,DeAngelo Williams,CAR,RB,13,0,0,0,1117,7,29,252,0,0,0,0,0,13.5,174.9
47,Vernon Davis,SF,TE,16,0,0,0,0,0,78,965,13,0,0,0,0,10.9,174.5
47,Brian Cushing,HOU,ILB,16,0,0,0,0,0,0,0,0,4,4,2,0,10.9,174.5
49,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,32,17,15,14,10.9,174
50,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,44,25,15,13,10.8,173
51,Cedric Benson,CIN,RB,13,0,0,0,1251,6,17,111,0,0,0,0,0,13.2,172.2
52,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,37,30,12,10,10.8,172
53,Vincent Jackson,LAC,WR,15,0,0,0,11,0,68,1167,9,0,0,0,0,11.5,171.8
54,Dallas Clark,IND,TE,16,0,0,0,11,0,100,1106,10,0,0,0,0,10.7,171.7
55,Fred Jackson,BUF,RB,16,27,1,0,1062,2,46,371,2,0,0,0,0,10.5,168.38
56,Jared Allen,MIN,OLB,16,0,0,0,0,0,0,0,0,14.5,1,5,3,10.4,166.8
57,Charles Woodson,GB,SS,16,0,0,0,0,0,0,0,0,2,9,4,1,10.4,165.8
58,Steve Smith,NYG,WR,16,0,0,0,0,0,107,1220,7,0,0,0,0,10.2,164
59,Matt Cassel,KC,QB,15,2924,16,16,189,0,0,0,0,0,0,0,0,10.9,163.86
60,Antonio Gates,LAC,TE,16,0,0,0,0,0,79,1157,8,0,0,0,0,10.2,163.7
61,Wes Welker,NE,WR,14,0,0,0,36,0,123,1348,4,0,0,0,1,11.6,162.4
62,Knowshon Moreno,DEN,RB,16,0,0,0,947,7,28,213,2,0,0,0,0,10.1,162
63,Matt Hasselbeck,SEA,QB,14,3029,17,17,119,0,0,0,0,0,0,0,0,11.5,161.06
64,DJ Williams,DEN,ILB,16,0,0,0,0,0,0,0,0,3.5,0,3,2,10,160.5
65,Matt Forte,CHI,RB,16,0,0,0,929,4,57,471,0,0,0,0,0,10,160
66,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,32,22,15,10,9.9,159
67,Marques Colston,NO,WR,16,0,0,0,6,0,70,1074,9,0,0,0,0,9.9,158
68,Chad Johnson,CIN,WR,16,0,0,0,32,0,72,1047,9,0,0,0,0,9.9,157.9
69,LaDainian Tomlinson,LAC,RB,14,0,0,0,730,12,20,154,0,0,0,0,0,11.2,156.4
70,Lamarr Woodley,PIT,OLB,16,0,0,0,0,0,0,0,0,13.5,0,1,1,9.7,155.9
71,Pierre Thomas,NO,RB,14,0,0,0,793,6,39,302,2,0,0,0,0,11.1,155.5
72,Ray Lewis,BAL,LB,16,0,0,0,0,0,0,0,0,3,0,2,1,9.7,155.1
73,Santonio Holmes,PIT,WR,16,0,0,1,6,0,79,1248,5,0,0,0,0,9.6,153.4
74,Marion Barber,DAL,RB,15,0,0,0,932,7,26,221,0,0,0,0,0,10.2,153.3
75,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,39,17,20,13,9.6,153
76,David Hawthorne,SEA,OLB,16,0,0,0,0,0,0,0,0,4,3,2,1,9.5,152.7
77,David Harris,NYJ,LB,16,0,0,0,0,0,0,0,0,5.5,2,2,0,9.5,151.5
78,Hines Ward,PIT,WR,16,0,0,0,0,0,95,1167,6,0,0,0,0,9.4,150.7
79,Kirk Morrison,LV,LB,16,0,0,0,0,0,0,0,0,2,0,3,1,9.4,150.3
80,James Laurinaitis,LAR,ILB,16,0,0,0,0,0,0,0,0,2,2,1,1,9.4,150
80,Nate Kaeding,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,150
82,James Harrison,PIT,LB,16,0,0,0,0,0,0,0,0,10,0,5,2,9.2,146.7
83,Michael Turner,ATL,RB,11,0,0,0,871,10,5,35,0,0,0,0,0,13.3,146.6
84,Jerome Harrison,CLE,RB,14,0,0,0,862,5,34,220,2,0,0,0,0,10.4,146.2
85,Cadillac Williams,TB,RB,16,0,0,0,823,4,28,217,3,0,0,0,0,9.1,146
86,Brent Celek,PHI,TE,16,0,0,0,0,0,76,971,8,0,0,0,0,9.1,145.1
87,Derrick Mason,BAL,WR,16,0,0,0,2,0,73,1028,7,0,0,0,0,9.1,145
88,Bernard Pollard,HOU,SS,13,0,0,0,0,0,0,0,0,1.5,4,1,3,11.1,144.9
88,Willis McGahee,BAL,RB,16,0,0,0,544,12,15,85,2,0,0,0,0,9.1,144.9
90,London Fletcher,WAS,ILB,16,0,0,0,0,0,0,0,0,2,1,1,0,9,144.7
91,Alex Smith,SF,QB,11,2350,18,12,51,0,1,-6,0,0,0,0,0,13.1,144.5
92,Steve Smith,CAR,WR,15,0,0,0,22,0,65,982,7,0,0,0,0,9.6,144.4
93,Chad Henne,MIA,QB,14,2878,12,14,32,1,0,0,0,0,0,0,0,10.3,144.32
94,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,42,11,17,10,8.9,143
95,Tim Hightower,ARI,RB,16,0,0,0,598,8,63,428,0,0,0,0,0,8.9,142.6
96,Geno Hayes,TB,OLB,15,0,0,0,0,0,0,0,0,3,2,1,1,9.5,142.2
96,Kevin Smith,DET,RB,13,0,0,0,747,4,41,415,1,0,0,0,0,10.9,142.2
98,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,31,22,22,15,8.9,142
99,Brian Dawkins,DEN,SS,16,0,0,0,0,0,0,0,0,0,2,1,3,8.8,141.5
100,Donald Driver,GB,WR,16,0,0,0,13,0,70,1061,6,0,0,0,0,8.8,141.4
101,Elvis Dumervil,DEN,DE,16,0,0,0,0,0,0,0,0,17,0,4,1,8.8,141.3
102,David Akers,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,141
102,Barrett Ruud,TB,LB,16,0,0,0,0,0,0,0,0,0,1,1,0,8.8,141
102,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,48,11,23,13,8.8,141
105,Jonathan Vilma,NO,OLB,15,0,0,0,0,0,0,0,0,2,3,0,0,9.4,140.6
106,Trent Cole,PHI,OLB,16,0,0,0,0,0,0,0,0,12.5,0,2,0,8.7,139.6
107,Greg Jennings,GB,WR,16,0,0,0,0,0,68,1113,4,0,0,0,0,8.7,139.3
108,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,43,21,12,8,8.7,139
109,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,34,19,11,6,8.6,138
110,DeMeco Ryans,HOU,ILB,16,0,0,0,0,0,0,0,0,1,0,1,1,8.6,137.7
111,Vince Young,TEN,QB,12,1879,10,7,281,2,0,0,0,0,0,0,0,11.4,137.26
112,Ahmad Bradshaw,NYG,RB,15,0,0,0,778,7,21,207,0,0,0,0,0,9.1,136.5
113,Andre Carter,WAS,DE,16,0,0,0,0,0,0,0,0,11,0,3,0,8.5,136.3
114,Ryan Longwell,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.5,136
115,Brandon Jacobs,NYG,RB,15,0,0,0,835,5,18,184,1,0,0,0,0,9.1,135.9
116,Paul Posluszny,BUF,ILB,12,0,0,0,0,0,0,0,0,1,3,3,0,11.3,135.5
117,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,32,28,13,5,8.4,135
118,Daryl Smith,JAX,OLB,16,0,0,0,0,0,0,0,0,1.5,1,3,2,8.4,134.3
119,Anthony Spencer,DAL,OLB,16,0,0,0,0,0,0,0,0,6,1,2,2,8.4,134
120,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133
121,Clay Matthews,GB,OLB,16,0,0,0,0,0,0,0,0,10,0,1,3,8.3,132.8
122,Dhani Jones,CIN,LB,16,0,0,0,0,0,0,0,0,3.5,0,1,2,8.3,132.6
123,Robert Meachem,NO,WR,16,0,0,0,82,0,45,722,9,0,0,1,1,8.3,132.4
124,Mark Sanchez,NYJ,QB,15,2444,12,20,106,3,0,0,0,0,0,0,0,8.8,132.36
125,Lance Briggs,CHI,OLB,15,0,0,0,0,0,0,0,0,2.5,1,0,0,8.8,132.3
126,Demarcus Ware,DAL,OLB,16,0,0,0,0,0,0,0,0,11,0,5,0,8.3,132.1
127,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,31,18,18,10,8.2,132
128,Calvin Johnson,DET,WR,14,0,0,0,73,0,67,984,5,0,0,0,0,9.4,131.7
129,Laurence Maroney,NE,RB,15,0,0,0,757,9,14,99,0,0,0,1,0,8.8,131.6
129,Chris Wells,ARI,RB,16,0,0,0,793,7,12,143,0,0,0,0,0,8.2,131.6
131,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,35,14,18,10,8.2,131
132,Will Smith,NO,DE,16,0,0,0,0,0,0,0,0,13,1,3,0,8.2,130.8
133,Aaron Schobel,BUF,DE,16,0,0,0,0,0,0,0,0,10,1,3,1,8.2,130.7
134,Curtis Lofton,ATL,ILB,16,0,0,0,0,0,0,0,0,0,0,2,0,8.2,130.5
135,Tyvon Branch,LV,SS,16,0,0,0,0,0,0,0,0,1,0,2,0,8.1,130.2
136,Stephen Tulloch,TEN,ILB,16,0,0,0,0,0,0,0,0,2,0,0,1,8.1,130.1
137,Yeremiah Bell,MIA,FS,16,0,0,0,0,0,0,0,0,1.5,3,0,0,8.1,129.8
138,Adrian Wilson,ARI,SS,16,0,0,0,0,0,0,0,0,2,5,1,2,8.1,129.7
139,Anquan Boldin,ARI,WR,15,0,0,0,12,1,84,1024,4,0,0,0,0,8.6,129.6
140,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,1,8.1,129
141,Nick Barnett,GB,ILB,16,0,0,0,0,0,0,0,0,4,0,0,0,8.1,128.9
142,Percy Harvin,MIN,WR,15,0,0,0,135,0,60,790,6,0,0,0,0,8.6,128.5
143,Julius Peppers,CAR,DE,16,0,0,0,0,0,0,0,0,10.5,2,5,1,8,128.2
144,Lawrence Tynes,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
144,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,47,12,14,10,8,128
146,Mike Sims-Walker,JAX,WR,15,0,0,0,0,0,63,869,7,0,0,0,0,8.5,126.9
147,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,30,14,13,13,7.9,126
148,Darren Sharper,NO,FS,14,0,0,0,0,0,0,0,0,0.5,9,0,0,9,125.6
149,Ronnie Brown,MIA,RB,9,22,1,0,648,8,14,98,0,0,0,0,0,13.9,125.48
149,Matthew Stafford,DET,QB,10,2267,13,20,108,2,0,0,0,0,0,0,0,12.5,125.48
151,Justin Forsett,SEA,RB,16,0,0,0,619,4,41,350,1,0,0,0,0,7.8,124.9
152,Karlos Dansby,ARI,ILB,16,0,0,0,0,0,0,0,0,1,1,1,0,7.8,124.4
152,Terrell Thomas,NYG,CB,16,0,0,0,0,0,0,0,0,1,5,1,0,7.8,124.4
154,Terrell Owens,BUF,WR,16,0,0,0,54,1,55,829,5,0,0,0,0,7.8,124.3
155,Bradie James,DAL,LB,16,0,0,0,0,0,0,0,0,2,0,1,1,7.8,124.1
156,Rob Bironas,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
156,Matt Prater,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
156,Jay Feely,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
156,Darren Sproles,LAC,RB,16,0,0,0,343,3,45,497,4,0,0,0,0,7.8,124
156,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,34,16,14,9,7.8,124
161,Mike Peterson,ATL,LB,16,0,0,0,0,0,0,0,0,1,1,2,0,7.7,122.8
162,Tony Gonzalez,ATL,TE,16,0,0,0,0,0,83,867,6,0,0,0,0,7.7,122.7
162,Dashon Goldson,SF,FS,16,0,0,0,0,0,0,0,0,2,4,3,1,7.7,122.7
164,Visanthe Shiancoe,MIN,TE,16,0,0,0,0,0,56,566,11,0,0,0,0,7.7,122.6
165,Jeff Reed,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
166,Keith Brooking,DAL,LB,16,0,0,0,0,0,0,0,0,3,0,0,0,7.6,121.9
167,Roman Harper,NO,SS,16,0,0,0,0,0,0,0,0,1.5,0,2,0,7.6,121.3
168,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,28,15,20,13,7.6,121
169,Chad Greenway,MIN,OLB,16,0,0,0,0,0,0,0,0,0,3,1,3,7.5,120.5
170,Louis Delmas,DET,FS,15,0,0,0,0,0,0,0,0,1,2,0,1,8,120.2
171,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,40,10,11,9,7.5,120
172,Kellen Winslow,TB,TE,16,0,0,0,7,0,77,884,5,0,0,0,0,7.4,119.1
173,Hunter Hillenmeyer,CHI,LB,14,0,0,0,0,0,0,0,0,2.5,1,4,1,8.5,119
173,Tray Session,IND,LB,14,0,0,0,0,0,0,0,0,0.5,2,1,0,8.5,119
175,LeSean McCoy,PHI,RB,16,0,0,0,637,4,40,308,0,0,0,0,0,7.4,118.5
176,Ray Edwards,MIN,DE,16,0,0,0,0,0,0,0,0,8.5,0,1,1,7.4,118.3
177,Lawrence Timmons,PIT,OLB,14,0,0,0,0,0,0,0,0,7,0,4,0,8.4,118.2
178,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,44,15,14,6,7.4,118
179,Steve Slaton,HOU,RB,11,0,0,0,437,3,44,417,4,0,0,0,0,10.7,117.4
180,James Farrior,PIT,LB,16,0,0,0,0,0,0,0,0,3,1,1,1,7.3,117.1
181,Reggie Bush,NO,RB,14,0,0,0,390,5,47,335,3,0,0,0,0,8.3,116.5
181,Keith Bulluck,TEN,LB,14,0,0,0,0,0,0,0,0,0,3,0,1,8.3,116.5
181,Shaun Phillips,LAC,OLB,16,0,0,0,0,0,0,0,0,7,0,7,0,7.3,116.5
184,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,28,19,10,10,7.2,116
185,Hakeem Nicks,NYG,WR,14,0,0,0,8,0,47,790,6,0,0,0,0,8.3,115.8
186,Brandon Flowers,KC,CB,15,0,0,0,0,0,0,0,0,0,5,2,2,7.7,115.5
186,Charles Tillman,CHI,CB,15,0,0,0,0,0,0,0,0,0,2,6,1,7.7,115.5
188,Jason Snelling,ATL,RB,14,0,0,0,613,4,30,259,1,0,0,0,0,8.2,115.2
189,Demorrio Williams,KC,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
189,Jason Witten,DAL,TE,16,0,0,0,0,0,94,1030,2,0,0,0,0,7.2,115
189,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,32,20,13,7,7.2,115
192,Jordan Babineaux,SEA,SS,16,0,0,0,0,0,0,0,0,1.5,2,1,0,7.2,114.9
192,Heath Miller,PIT,TE,16,0,0,0,0,0,76,789,6,0,0,0,0,7.2,114.9
192,Justin Tuck,NYG,DE,16,0,0,0,0,0,0,0,0,6,0,5,1,7.2,114.9
195,Mike Brown,KC,SS,16,0,0,0,0,0,0,0,0,2,3,0,1,7.2,114.4
195,Mike Wallace,PIT,WR,16,0,0,0,48,0,39,756,6,0,0,0,0,7.2,114.4
197,Manny Lawson,SF,OLB,16,0,0,0,0,0,0,0,0,6.5,0,3,1,7.1,114.3
198,Gary Brackett,IND,LB,14,0,0,0,0,0,0,0,0,1,1,0,1,8.2,114.2
199,Dan Carpenter,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,114
199,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,35,13,23,15,7.1,114
201,Larry Foote,DET,ILB,14,0,0,0,0,0,0,0,0,2,0,1,1,8.1,113.6
202,Julius Jones,SEA,RB,14,0,0,0,663,2,35,232,2,0,0,0,0,8.1,113.5
203,Ronde Barber,TB,FS,16,0,0,0,0,0,0,0,0,2,0,2,1,7,112.5
203,Johnathan Joseph,CIN,CB,16,0,0,0,0,0,0,0,0,0,6,1,0,7,112.5
205,Tamba Hali,KC,OLB,16,0,0,0,0,0,0,0,0,8.5,0,4,0,7,112
205,Tanard Jackson,TB,S,12,0,0,0,0,0,0,0,0,0,5,2,1,9.3,112
205,Erik Coleman,ATL,SS,16,0,0,0,0,0,0,0,0,0,0,2,0,7,112
208,Antoine Bethea,IND,FS,16,0,0,0,0,0,0,0,0,0,4,2,1,7,111.5
208,Stephen Cooper,LAC,LB,16,0,0,0,0,0,0,0,0,0,0,3,2,7,111.5
210,Andra Davis,DEN,LB,16,0,0,0,0,0,0,0,0,3.5,0,0,0,7,111.2
211,Mario Manningham,NYG,WR,14,0,0,0,0,0,57,822,5,0,0,0,0,7.9,110.2
212,Rian Lindell,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
213,Mario Williams,HOU,DE,16,0,0,0,0,0,0,0,0,9,0,2,1,6.9,109.7
213,Austin Collie,IND,WR,16,0,0,0,1,0,60,676,7,0,0,0,0,6.9,109.7
215,Greg Olsen,CHI,TE,16,0,0,0,0,0,60,612,8,0,0,0,0,6.8,109.2
216,Tully Banta-Cain,NE,LB,16,0,0,0,0,0,0,0,0,10,0,2,0,6.8,109
217,Will Witherspoon,PHI,OLB,17,0,0,0,0,0,0,0,0,1,1,1,0,6.4,108.7
218,Dawan Landry,BAL,SS,16,0,0,0,0,0,0,0,0,0,4,1,0,6.8,108.5
219,George Wilson,BUF,SS,16,0,0,0,0,0,0,0,0,2,4,1,0,6.8,108.2
220,Kris Brown,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
220,Dominique Rodgers-Cromartie,ARI,CB,16,0,0,0,0,0,0,0,0,0,6,3,0,6.8,108
220,Eric Weddle,LAC,FS,13,0,0,0,0,0,0,0,0,1.5,2,0,0,8.3,108
223,LaRon Landry,WAS,FS,15,0,0,0,0,0,0,0,0,1,1,2,0,7.1,107.1
223,TJ Houshmandzadeh,SEA,WR,16,0,0,0,0,0,79,911,3,0,0,0,0,6.7,107.1
225,Santana Moss,WAS,WR,16,0,0,0,8,0,70,902,3,0,0,0,0,6.7,107
225,Bart Scott,NYJ,LB,16,0,0,0,0,0,0,0,0,1,0,0,0,6.7,107
225,Robbie Gould,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
228,Brian Orakpo,WAS,OLB,16,0,0,0,0,0,0,0,0,11,0,1,0,6.7,106.9
229,Jerricho Cotchery,NYJ,WR,14,0,0,0,7,1,57,821,3,0,0,0,0,7.6,106.8
230,Leon Hall,CIN,CB,16,0,0,0,0,0,0,0,0,0,6,2,0,6.7,106.5
230,Brandon Meriweather,NE,SS,16,0,0,0,0,0,0,0,0,0,5,2,0,6.7,106.5
232,Thomas Howard,LV,K,16,0,0,0,0,0,0,0,0,2,0,1,1,6.6,106.3
233,Ryan Succop,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
233,Quintin Mikell,PHI,SS,16,0,0,0,0,0,0,0,0,0,2,0,2,6.6,106
233,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,22,15,11,13,6.6,106
236,Julian Peterson,DET,LB,16,0,0,0,0,0,0,0,0,4.5,0,5,1,6.6,105.7
237,Justin Smith,SF,DT,16,0,0,0,0,0,0,0,0,6,0,2,2,6.6,105.5
237,Darrelle Revis,NYJ,CB,16,0,0,0,0,0,0,0,0,0,6,0,0,6.6,105.5
239,Antrel Rolle,ARI,SS,15,0,0,0,9,0,0,0,0,1.5,4,1,0,7,105.4
240,Justin Durant,JAX,ILB,13,0,0,0,0,0,0,0,0,1,1,1,0,8.1,105.1
241,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
242,Darnell Dockett,ARI,DT,16,0,0,0,0,0,0,0,0,7,1,0,0,6.6,104.9
243,David Bowens,CLE,LB,16,0,0,0,0,0,0,0,0,5.5,1,1,1,6.5,104.3
244,Rocky McIntosh,WAS,ILB,16,0,0,0,0,0,0,0,0,0,2,2,0,6.5,104
245,Chris Hope,TEN,SS,16,0,0,0,0,0,0,0,0,2,3,1,0,6.5,103.4
246,Lee Evans,BUF,WR,16,0,0,0,0,0,44,612,7,0,0,0,0,6.4,103.2
247,Chris Chambers,KC,WR,16,0,0,0,0,0,45,730,5,0,0,0,0,6.4,103
248,Danieal Manning,CHI,SS,15,0,0,0,0,0,0,0,0,1,1,2,2,6.8,102.6
249,Richard Marshall,CAR,CB,16,0,0,0,0,0,0,0,0,0,4,0,2,6.4,102.5
250,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,32,13,20,11,6.4,102
251,Kamerion Wimbley,CLE,OLB,15,0,0,0,0,0,0,0,0,6.5,0,1,0,6.8,101.9
252,Pierre Garcon,IND,WR,14,0,0,0,10,0,47,765,4,0,0,0,0,7.2,101.5
253,Jerod Mayo,NE,ILB,13,0,0,0,0,0,0,0,0,1.5,0,1,0,7.8,101
253,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,28,13,13,10,6.3,101
255,Jeremy Maclin,PHI,WR,15,0,0,0,-7,0,56,773,4,0,0,0,0,6.7,100.6
256,Calvin Pace,NYJ,OLB,12,0,0,0,0,0,0,0,0,8,0,3,0,8.4,100.4
257,Jason Taylor,MIA,LB,16,0,0,0,0,0,0,0,0,7,1,3,1,6.3,100.2
257,Michael Lewis,SF,SS,15,0,0,0,0,0,0,0,0,1,1,2,1,6.7,100.2
259,Olindo Mare,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
260,Roy Williams,DAL,WR,15,0,0,0,0,0,38,596,7,0,0,0,0,6.6,99.6
261,Oshiomogho Atogwe,LAR,DB,12,0,0,0,0,0,0,0,0,1,2,3,2,8.3,99.4
261,John Carlson,SEA,TE,16,0,0,0,0,0,51,574,7,0,0,0,0,6.2,99.4
263,Thomas Decoud,ATL,FS,16,0,0,0,0,0,0,0,0,2,3,2,1,6.2,99.3
264,Leigh Bodden,NE,DB,15,0,0,0,0,0,0,0,0,0,5,1,1,6.6,99
264,Shayne Graham,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
264,Sheldon Brown,PHI,CB,16,0,0,0,0,0,0,0,0,0,5,1,1,6.2,99
267,Jacob Lacey,IND,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,6.2,98.5
267,Zach Miller,LV,TE,15,0,0,0,0,0,66,805,3,0,0,0,0,6.6,98.5
267,Terence Newman,DAL,CB,16,0,0,0,0,0,0,0,0,0,3,3,0,6.2,98.5
