Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
30,Ray Lewis,BAL,LB,16,0,0,0,0,0,0,0,0,1.5,6,2,2,12.3,196.1
31,Chad Johnson,CIN,WR,16,0,0,0,0,0,90,1355,10,0,0,0,0,12.2,195.5
32,Quincy Carter,DAL,QB,16,3302,17,21,257,2,0,0,0,0,0,0,0,11.9,189.78
33,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,42,24,25,22,11.7,187
34,Madieu Williams,MIN,FS,16,0,0,0,745,5,65,644,3,0,0,0,0,11.6,184.9
35,Marvin Harrison,IND,WR,15,0,0,0,3,0,94,1272,10,0,0,0,0,12.2,183.5
36,Hines Ward,PIT,WR,16,0,0,0,61,0,95,1163,10,0,0,0,0,11.4,182.4
37,Anquan Boldin,ARI,WR,16,0,0,1,40,0,101,1377,8,0,0,0,0,11.4,181.7
38,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,44,22,18,14,11.3,181
39,Domanick Davis,HOU,RB,14,0,0,0,1031,8,47,351,0,0,0,0,0,12.9,180.2
40,Derrick Mason,TEN,WR,16,0,0,0,11,0,95,1303,8,0,0,0,0,11.2,179.4
41,Marshall Faulk,LAR,RB,11,0,0,0,818,10,45,290,1,0,0,0,0,16.1,176.8
42,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,36,20,23,13,11,176
43,Tiki Barber,NYG,RB,16,0,0,0,1216,2,69,461,1,0,0,0,0,11,175.7
44,Sinorice Moss,NYJ,WR,16,0,0,0,67,0,74,1105,10,0,0,0,0,10.8,173.2
45,Tommy Maddox,PIT,QB,16,3414,18,17,12,0,0,0,0,0,0,0,0,10.7,171.76
46,Jake Delhomme,CAR,QB,16,3219,19,16,39,1,0,0,0,0,0,0,0,10.7,170.66
47,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,38,21,14,13,10.6,170
47,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,36,25,15,12,10.6,170
49,J Wilkins,LAR,K,16,0,0,0,7,0,0,0,0,0,0,0,0,10.5,168.7
50,Keith Bulluck,TEN,LB,16,0,0,0,0,0,0,0,0,3,2,5,2,10.5,168.6
51,Jake Plummer,DEN,QB,11,2182,15,7,205,3,0,0,0,0,0,0,0,15.3,167.78
52,Kevan Barlow,SF,RB,16,0,0,0,1024,6,35,307,1,0,0,0,0,10.4,167.1
53,D Jackson,SEA,WR,16,0,0,0,0,0,68,1137,9,0,0,0,0,10.4,165.7
54,Curtis Martin,NYJ,RB,16,0,0,0,1308,2,42,262,0,0,0,0,0,10.3,165
55,Rudi Johnson,CIN,RB,13,0,0,0,957,9,21,146,0,0,0,0,0,12.6,164.3
56,Terrell Owens,SF,WR,15,0,0,0,-2,0,80,1102,9,0,0,0,0,10.9,164
57,Keenan McCardell,TB,WR,16,0,0,0,0,0,84,1174,8,0,0,0,1,10.2,163.4
58,Chris Chambers,MIA,WR,16,0,0,0,30,0,64,963,11,0,0,0,0,10.2,163.3
59,Donnie Edwards,LAC,LB,16,0,0,0,0,0,0,0,0,0.5,2,1,0,10.2,162.6
60,Laveranues Coles,WAS,WR,16,0,0,0,39,0,82,1204,6,0,0,1,0,10,160.3
61,Joe Horn,NO,WR,15,14,0,0,15,0,78,973,10,0,0,0,0,10.6,159.36
62,Jamie Sharper,HOU,LB,16,0,0,0,0,0,0,0,0,4,0,3,0,9.9,158.4
63,Andra Davis,CLE,LB,16,0,0,0,11,0,9,97,1,5,0,2,0,9.8,157.6
64,Steve Smith,CAR,WR,16,0,0,0,42,0,88,1110,7,0,0,0,0,9.8,157.2
65,M Vanderjagt,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.8,157
66,Brian Westbrook,PHI,RB,15,0,0,0,613,7,37,332,4,0,0,0,0,10.4,156.5
67,Tedy Bruschi,NE,LB,16,0,0,0,0,0,0,0,0,2,3,3,1,9.8,156.1
68,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,32,13,19,12,9.7,155
69,Joey Harrington,DET,QB,16,2880,17,22,86,0,1,8,0,0,0,0,0,9.5,152.6
70,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,37,28,19,7,9.5,152
71,Tony Gonzalez,KC,TE,16,0,0,0,0,0,71,916,10,0,0,0,0,9.5,151.6
72,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,40,16,14,10,9.4,150
73,Zack Thomas,MIA,LB,15,0,0,0,0,0,0,0,0,1,3,1,2,10,149.5
74,Eddie George,TEN,RB,16,0,0,0,1031,5,22,163,0,0,0,0,0,9.3,149.4
75,M Barrow,NYG,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,9.3,149.3
75,TJ Duckett,ATL,RB,16,0,0,0,779,11,11,94,0,0,0,0,0,9.3,149.3
77,Byron Leftwich,JAX,QB,15,2819,14,16,108,2,0,0,0,0,0,0,0,9.8,147.56
78,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,34,21,18,11,9.1,146
79,Michael Pittman,TB,RB,16,0,0,0,751,0,75,597,2,0,0,0,0,9,144.8
80,Keith Brooking,ATL,LB,16,0,0,0,0,0,0,0,0,0,0,0,2,9,144
81,Rodney Harrison,NE,SS,16,0,0,0,0,0,0,0,0,3,3,1,1,8.9,142.2
82,Anthony Thomas,CHI,RB,13,0,0,0,1024,6,9,36,0,0,0,0,0,10.9,142
83,Kerry Collins,NYG,QB,13,3110,13,16,49,0,0,0,0,0,0,0,0,10.9,141.3
84,P Warrick,CIN,WR,15,0,0,0,157,0,79,819,7,0,0,0,0,9.2,137.6
85,David Thornton,IND,LB,16,0,0,0,0,0,0,0,0,1,2,0,0,8.6,137.2
86,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,42,23,15,13,8.6,137
87,J Foreman,HOU,LB,16,0,0,0,0,0,0,0,0,2,0,1,2,8.6,136.8
88,Korey Toomer,NYG,ILB,16,0,0,0,5,0,63,1057,5,0,0,0,0,8.5,136.2
89,Jeff Blake,ARI,QB,13,2247,13,15,177,2,0,0,0,0,0,0,0,10.4,135.58
90,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,38,13,17,13,8.4,135
91,D Nguyen,DAL,LB,16,0,0,0,0,0,0,0,0,2,0,2,2,8.4,134.2
92,Michael Strahan,NYG,DE,16,0,0,0,0,0,0,0,0,18.5,0,3,1,8.4,134.1
93,Matt Stover,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
93,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,40,16,12,12,8.4,134
93,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,28,15,17,13,8.4,134
96,L Arrington,WAS,LB,16,0,0,0,0,0,0,0,0,6,0,6,2,8.4,133.7
97,S Cowart,NYJ,LB,15,0,0,0,0,0,0,0,0,2,0,1,1,8.9,133.3
98,G Wesley,KC,SS,16,0,0,0,0,0,0,0,0,2,6,1,0,8.3,132.7
99,Isaac Bruce,LAR,WR,15,66,0,0,17,0,69,981,5,0,0,0,0,8.8,132.44
100,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,35,14,11,11,8.2,132
101,Troy Hambrick,DAL,RB,16,0,0,0,972,5,17,99,0,0,0,0,0,8.2,131.1
101,S Barber,KC,LB,16,0,0,0,0,0,0,0,0,5,1,2,0,8.2,131.1
103,Patrick Ramsey,WAS,QB,11,2166,14,9,62,1,0,0,0,0,0,0,0,11.9,130.84
104,D Boston,LAC,WR,14,0,0,0,18,0,70,880,7,0,0,0,0,9.3,129.8
105,Julian Peterson,SF,LB,16,0,0,0,0,0,0,0,0,7,2,3,0,8.1,129.4
106,Drew Bledsoe,BUF,QB,16,2860,11,12,29,2,0,0,0,0,0,0,0,8.1,129.3
107,John Kasay,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,129
107,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,38,10,15,8,8.1,129
109,F Thomas,NO,CB,16,0,0,0,0,0,0,0,0,1,4,1,1,8,128.8
109,Warrick Dunn,ATL,RB,11,0,0,0,672,3,37,336,2,0,0,0,0,11.7,128.8
111,London Fletcher,BUF,ILB,16,0,0,0,0,0,0,0,0,2,0,0,1,8,128.3
112,Chad Pennington,NYJ,QB,10,2139,13,12,42,2,0,0,0,0,0,0,0,12.8,127.76
113,Chris Draft,ATL,LB,16,0,0,0,0,0,0,0,0,2,1,1,1,8,127.5
114,Akin Ayodele,JAX,LB,16,0,0,0,0,0,0,0,0,1,2,0,3,8,127.3
115,Takeo Spikes,BUF,LB,16,0,0,0,0,0,0,0,0,2,2,1,2,7.9,126.4
116,Eric Barton,LV,LB,16,0,0,0,0,0,0,0,0,0.5,0,1,0,7.9,126
116,Jeremiah Trotter,WAS,LB,16,0,0,0,0,0,0,0,0,1.5,1,1,1,7.9,126
116,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,36,9,18,11,7.9,126
119,Reggie Wayne,IND,WR,16,0,0,0,0,0,68,838,7,0,0,1,0,7.9,125.8
120,Jerome Bettis,PIT,RB,16,0,0,0,811,7,13,86,0,0,0,0,0,7.9,125.7
121,Antoine Winfield,BUF,CB,16,0,0,0,0,0,0,0,0,1,1,2,0,7.8,125.1
122,S Sharpe,DEN,TE,15,0,0,0,0,0,62,770,8,0,0,0,0,8.3,125
123,Simeon Rice,TB,DE,16,0,0,0,0,0,0,0,0,15,2,6,1,7.8,124.2
124,Dre Bly,DET,DB,14,0,0,0,0,0,0,0,0,1,6,5,2,8.9,124.1
125,Jason Elam,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
125,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,32,14,20,13,7.8,124
125,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,31,15,24,15,7.8,124
128,Scott Fujita,KC,LB,16,0,0,0,0,0,0,0,0,4,1,1,0,7.7,123.8
129,Javon Walker,GB,WR,16,0,0,0,1,0,41,716,9,0,0,0,0,7.7,123.7
129,Ronde Barber,TB,FS,16,0,0,0,0,0,0,0,0,1.5,2,3,1,7.7,123.7
131,Corey Chavous,MIN,SS,16,0,0,0,0,0,0,0,0,0,8,0,0,7.7,123.5
131,James Farrior,PIT,LB,16,0,0,0,0,0,0,0,0,0,1,0,1,7.7,123.5
133,D Jones,NYG,LB,16,0,0,0,0,0,0,0,0,3,0,1,1,7.7,123.1
134,G Anderson,TEN,K,15,0,0,0,0,0,0,0,0,0,0,0,0,8.2,123
135,B Russell,MIN,SS,16,0,0,0,0,0,0,0,0,1,9,0,1,7.7,122.7
136,J McCareins,TEN,WR,16,0,0,0,13,0,47,813,7,0,0,0,0,7.7,122.6
137,Duce Staley,PHI,RB,16,0,0,0,463,5,36,382,2,0,0,0,0,7.7,122.5
138,Jay Fiedler,MIA,QB,12,2138,11,13,88,3,0,0,0,0,0,0,0,10.2,122.32
139,Ed Reed,BAL,FS,16,0,0,0,0,0,0,0,0,1,7,1,0,7.6,122.2
140,B Simmons,CIN,LB,16,0,0,0,0,0,0,0,0,1.5,2,2,4,7.6,121.4
141,A Simmons,SEA,LB,13,0,0,0,0,0,0,0,0,3,3,1,1,9.3,121.1
142,Andre Johnson,HOU,WR,16,0,0,0,-10,0,66,976,4,0,0,0,0,7.5,120.6
143,Nick Harper,IND,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,7.5,120.5
144,M Peterson,JAX,LB,16,0,0,0,0,0,0,0,0,1,3,2,2,7.5,120.1
145,Ryan Longwell,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
146,Nick Barnett,GB,ILB,15,0,0,0,0,0,0,0,0,2,3,0,1,8,119.3
147,K Robinson,SEA,WR,15,0,0,0,15,1,65,896,4,0,0,0,0,7.9,119.1
148,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,35,15,15,7,7.4,119
149,David Akers,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
149,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,45,10,21,12,7.4,118
151,Garrison Hearst,SF,RB,12,0,0,0,768,3,25,211,1,0,0,0,0,9.8,117.9
151,Charlie Garner,LV,RB,14,0,0,0,553,3,48,386,1,0,0,0,0,8.4,117.9
153,David Carr,HOU,QB,12,2013,9,13,151,2,0,0,0,0,0,0,0,9.8,117.62
154,Correll Buckhalter,PHI,RB,15,0,0,0,542,8,10,133,1,0,0,0,0,7.8,117.5
154,D Smith,SF,LB,16,0,0,0,0,0,0,0,0,3.5,0,1,1,7.3,117.5
156,A Williams,LAR,S,16,0,0,0,0,0,0,0,0,1,4,1,4,7.3,117.1
157,Derrick Brooks,TB,LB,16,0,0,0,0,0,0,0,0,1,2,2,0,7.3,117
158,Darren Sharper,GB,FS,15,0,0,0,0,0,0,0,0,2,5,2,0,7.8,116.3
159,K Bell,PIT,LB,16,0,0,0,0,0,0,0,0,5,1,1,1,7.3,116.1
160,Josh Brown,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
161,Rod Smith,DEN,WR,15,72,0,0,98,0,74,845,3,0,0,1,0,7.7,115.18
162,Eddie Kennison,KC,WR,16,0,0,0,9,0,56,853,5,0,0,0,0,7.1,114.2
162,Lawyer Milloy,BUF,SS,16,0,0,0,0,0,0,0,0,3,0,2,1,7.1,114.2
164,J Bellamy,NO,SS,16,0,0,0,0,0,0,0,0,1,3,1,0,7.1,114.1
164,J Armstead,WAS,LB,16,0,0,0,0,0,0,0,0,6.5,0,2,1,7.1,114.1
166,J Woods,KC,S,16,0,0,0,0,0,0,0,0,0,3,3,1,7.1,114
167,C Brown,SEA,LB,14,0,0,0,0,0,0,0,0,7,1,1,2,8.1,113
167,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,36,15,23,16,7.1,113
169,B Williams,MIN,CB,16,0,0,0,0,0,0,0,0,3,5,2,0,7,112.7
170,Shawn Bryson,DET,RB,16,0,0,0,606,3,54,340,0,0,0,0,0,7,112.6
171,T Law,NE,DB,15,0,0,0,0,0,0,0,0,0,6,0,0,7.5,112.5
171,D Jackson,ARI,S,16,0,0,0,0,0,0,0,0,0,6,1,0,7,112.5
173,Pisa Tinoisamoa,LAR,LB,16,0,0,0,0,0,0,0,0,2,3,5,1,7,112.2
174,Adam Vinatieri,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
174,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,25,14,12,11,7,112
176,Michael Lewis,PHI,SS,16,0,0,0,0,0,0,0,0,2,3,2,1,7,111.6
177,Brian Urlacher,CHI,LB,16,0,0,0,0,0,0,0,0,2.5,0,0,0,6.9,111
178,T Glenn,DAL,WR,16,0,0,0,55,0,52,754,5,0,0,0,0,6.9,110.9
179,Drew Brees,LAC,QB,11,2108,11,15,84,0,1,21,1,0,0,0,0,10.1,110.82
180,T Parrish,SF,SS,16,0,0,0,0,0,0,0,0,0.5,9,1,1,6.9,110.7
181,Adam Archuleta,LAR,SS,13,0,0,0,0,0,0,0,0,5,1,1,1,8.5,110.1
182,Jason Taylor,MIA,LB,16,0,0,0,0,0,0,0,0,13,0,3,2,6.9,110
183,R Anderson,DAL,RB,15,0,0,0,306,1,69,493,4,0,0,0,0,7.3,109.9
184,Charles Tillman,CHI,CB,16,0,0,0,0,0,0,0,0,1,4,2,0,6.9,109.8
185,M Coleman,HOU,FS,15,0,0,0,0,0,1,6,0,0,7,1,0,7.3,109.6
186,Mark Simoneau,PHI,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,6.8,109.4
187,Plaxico Burress,PIT,WR,16,0,0,0,-7,0,60,860,4,0,0,0,0,6.8,109.3
188,Mike Minter,CAR,SS,16,0,0,0,0,0,0,0,0,0,3,0,0,6.8,109
189,N Harris,LV,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,6.8,108.9
190,Adewale Ogunleye,MIA,DE,16,0,0,0,0,0,0,0,0,15,0,2,1,6.8,108.6
191,M Bowen,WAS,SS,16,0,0,0,0,0,0,0,0,0,3,2,2,6.8,108.5
192,Terence Newman,DAL,CB,16,0,0,0,0,0,0,0,0,1,4,0,1,6.8,108
193,R McKinnon,ARI,LB,16,0,0,0,0,0,0,0,0,2,0,2,1,6.7,107.8
194,Z Moreno,LAC,LB,16,0,0,0,0,0,0,0,0,2,0,2,2,6.7,107.7
195,J Morton,KC,WR,16,0,0,0,94,0,50,740,4,0,0,0,0,6.7,107.4
196,P Edinger,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
196,J Hall,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
198,S Garnes,NYJ,SS,16,0,0,0,0,0,0,0,0,0.5,2,2,1,6.6,106.2
199,J Azumah,CHI,DB,16,0,0,0,0,0,0,0,0,1,4,0,0,6.6,106.1
200,M Andersen,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
200,Ken Hamlin,SEA,DB,16,0,0,0,0,0,0,0,0,0,1,2,1,6.6,106
200,Shayne Graham,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
200,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,35,11,11,9,6.6,106
204,N Wayne,PHI,LB,16,0,0,0,0,0,0,0,0,3,1,3,0,6.6,105.6
205,O Stoutmire,NYG,SS,16,0,0,0,0,0,0,0,0,1,1,2,0,6.6,105.3
206,D Brien,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
206,Olindo Mare,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
206,B Cundiff,DAL,K,15,0,0,0,0,0,0,0,0,0,0,0,0,7,105
209,Jimmy Smith,JAX,WR,12,0,0,0,0,0,54,805,4,0,0,0,0,8.7,104.5
210,I Ohalete,WAS,SS,15,0,0,0,0,0,1,3,0,0,3,0,1,7,104.3
211,A Elling,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.5,104
212,Kordell Stewart,CHI,QB,9,1418,7,12,290,3,0,0,0,0,0,0,0,11.5,103.72
213,Sammie Knight,MIA,SS,16,0,0,0,0,0,0,0,0,0,3,2,0,6.4,103
213,Washington Football Team,WAS,DST,16,0,0,0,0,0,0,0,0,27,17,16,13,6.4,103
213,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,24,15,16,12,6.4,103
216,Leonard Little,LAR,DE,12,0,0,0,0,0,0,0,0,12.5,1,6,1,8.6,102.9
217,O Smith,MIN,RB,15,0,0,0,579,5,15,129,0,0,0,0,0,6.9,102.8
218,Marcus Trufant,SEA,CB,16,0,0,0,0,0,0,0,0,0,2,0,1,6.4,102.5
219,John Carney,NO,K,16,0,0,0,3,0,0,0,0,0,0,0,0,6.4,102.3
220,P Price,ATL,WR,16,0,0,0,3,0,64,838,3,0,0,0,0,6.4,102.1
221,Jeff Reed,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
222,T Streets,SF,WR,16,0,0,0,0,0,47,595,7,0,0,0,0,6.3,101.5
223,T Poole,NE,DB,16,0,0,0,0,0,0,0,0,0,6,3,0,6.3,101
223,M Logan,PIT,SS,16,0,0,0,0,0,0,0,0,1,0,1,3,6.3,101
225,G Baxter,BAL,FS,16,0,0,0,0,0,0,0,0,1,3,0,0,6.3,100.5
226,D Woodson,DAL,SS,16,0,0,0,0,0,0,0,0,1,1,1,2,6.3,100.4
227,B Bailey,DET,LB,16,0,0,0,0,0,0,0,0,1.5,1,0,1,6.2,99.9
228,R Gardner,WAS,WR,16,46,2,0,0,0,59,600,5,0,0,0,0,6.2,99.84
229,Kevin Faulk,NE,RB,15,0,0,0,638,0,48,440,0,0,0,0,0,6.7,99.8
229,Tyrone Wheatley,LV,RB,15,0,0,0,678,4,12,120,0,0,0,0,0,6.7,99.8
229,E Hartwell,BAL,LB,16,0,0,0,0,0,0,0,0,3,1,1,0,6.2,99.8
232,M Washington,IND,LB,16,0,0,0,0,0,0,0,0,6,0,3,1,6.2,99.6
233,M Jones,NYJ,LB,16,0,0,0,0,0,0,0,0,0,0,0,1,6.2,99.5
233,R Griffith,CLE,SS,16,0,0,0,0,0,0,0,0,0,2,1,0,6.2,99.5
233,Muhsin Muhammad,CAR,WR,15,0,0,0,-2,0,54,837,3,0,0,0,0,6.6,99.5
236,Deion Branch,NE,WR,15,0,0,0,11,0,57,803,3,0,0,0,0,6.6,99.4
237,Phillip Buchanon,LV,DB,16,0,0,0,0,0,0,0,0,0,6,2,0,6.2,99
238,J Butler,LAR,CB,16,0,0,0,0,0,0,0,0,0,4,1,2,6.2,98.5
239,C Claiborne,MIN,LB,12,0,0,0,0,0,0,0,0,3,1,1,2,8.2,98.1
239,D Grant,CAR,FS,16,0,0,0,0,0,0,0,0,1,3,0,1,6.1,98.1
241,Jason Hanson,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.1,98
242,Charles Grant,NO,DE,16,0,0,0,0,0,0,0,0,10,0,4,0,6.1,97.7
243,A Dyson,TEN,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,6.1,97.5
243,M Doss,IND,SS,15,0,0,0,0,0,0,0,0,0,1,3,0,6.5,97.5
245,Todd Heap,BAL,TE,16,0,0,0,21,0,57,693,3,0,0,1,0,6.1,97.4
246,A Plummer,SF,CB,15,0,0,0,0,0,0,0,0,0,4,0,0,6.5,97
246,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,18,15,13,5,6.1,97
248,J Rice,LV,WR,16,0,0,0,0,0,63,869,2,0,0,0,0,6.1,96.9
248,N Diggs,GB,LB,16,0,0,0,0,0,0,0,0,1,2,0,0,6.1,96.9
250,D Coakley,DAL,LB,16,0,0,0,0,0,0,0,0,1,1,1,0,6,96.8
251,D McCleon,KC,CB,16,0,0,0,0,0,0,0,0,0,6,0,2,6,96.5
251,K Herndon,DEN,CB,15,0,0,0,0,0,0,0,0,0,3,3,1,6.4,96.5
253,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6,96
254,W McGinest,NE,LB,14,0,0,0,0,0,0,0,0,5.5,1,2,2,6.8,95.9
254,Will Witherspoon,CAR,OLB,16,0,0,0,0,0,0,0,0,1,1,0,0,6,95.9
256,Bobby Engram,SEA,WR,16,0,0,0,0,0,52,637,6,0,0,0,0,6,95.7
257,K Hardy,CIN,LB,16,0,0,0,0,0,0,0,0,1.5,0,1,1,6,95.6
258,R Phifer,NE,LB,16,0,0,0,0,0,0,0,0,0,0,2,0,6,95.5
259,M Shipp,ARI,WR,16,0,0,0,830,0,30,184,0,0,0,0,0,6,95.4
260,E Warfield,KC,CB,15,0,0,0,0,0,0,0,0,1,4,1,0,6.4,95.3
261,B Green,DET,LB,16,0,0,0,0,0,0,0,0,3,0,0,2,6,95.2
261,B Shaw,BUF,WR,16,0,0,0,0,0,56,732,4,0,0,0,0,6,95.2
261,J Wilson,LAC,FS,16,0,0,0,0,0,0,0,0,1,1,3,0,6,95.2
264,E Brown,HOU,SS,16,0,0,0,0,0,0,0,0,0.5,1,3,0,5.9,95.1
265,M Booker,CHI,WR,13,0,0,0,-7,0,52,715,4,0,0,0,0,7.3,94.8
266,I Hilliard,NYG,WR,13,0,0,0,19,0,60,608,6,0,0,0,0,7.3,94.7
266,T Jones,TB,RB,16,0,0,0,627,3,24,180,0,0,0,0,0,5.9,94.7
266,M Rucker,CAR,DE,14,0,0,0,0,0,0,0,0,12,1,1,0,6.8,94.7
269,A Wilson,DEN,LB,16,0,0,0,0,0,0,0,0,1,0,0,2,5.9,94.5
270,Mike Vrabel,NE,LB,13,0,0,0,0,0,0,0,0,9.5,2,4,1,7.2,94.1
271,Mike McKenzie,GB,DB,14,0,0,0,0,0,0,0,0,0,4,1,0,6.7,94
271,T Polley,LAR,LB,14,0,0,0,0,0,0,0,0,0,4,1,1,6.7,94
271,B Alexander,PIT,FS,16,0,0,0,0,0,0,0,0,1,4,0,1,5.9,94
274,M Stewart,ATL,LB,16,0,0,0,0,0,0,0,0,2.5,0,3,3,5.8,93.2
275,Champ Bailey,WAS,CB,16,0,0,0,0,0,0,0,0,0,2,1,2,5.8,93
