Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
57,Mike Minter,CAR,SS,3,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.5
60,M Rucker,CAR,DE,3,0,0,0,0,0,0,0,0,1,0,0,1,5.1,15.4
61,Benjamin Watson,NE,TE,2,0,0,0,0,0,5,91,1,0,0,1,0,7.6,15.1
62,Denver Broncos,DEN,DST,2,0,0,0,0,0,0,0,0,2,2,3,3,7.5,15
63,Chris Hope,PIT,SS,4,0,0,0,0,0,0,0,0,0,0,0,0,3.6,14.5
63,Brett Keisel,PIT,DE,4,0,0,0,0,0,0,0,0,2,0,1,0,3.6,14.5
65,Dallas Clark,IND,TE,1,0,0,0,0,0,4,84,1,0,0,0,0,14.4,14.4
65,Julius Peppers,CAR,DE,3,0,0,0,0,0,0,0,0,1,0,0,0,4.8,14.4
67,D Morgan,CAR,LB,3,0,0,0,0,0,0,0,0,1,0,0,0,4.7,14.2
67,Edgerrin James,IND,RB,1,0,0,0,56,1,5,26,0,0,0,0,0,14.2,14.2
69,Jason Elam,DEN,K,2,0,0,0,0,0,0,0,0,0,0,0,0,7,14
69,Chris Harris,CHI,DB,1,0,0,0,0,0,0,0,0,0,0,1,0,14,14
71,Phillip Daniels,WAS,DE,2,0,0,0,0,0,0,0,0,1,0,1,0,6.9,13.8
71,G Wistrom,SEA,DE,3,0,0,0,0,0,0,0,0,1,0,0,1,4.6,13.8
73,Chris Gamble,CAR,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.5,13.5
73,M Manuel,SEA,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,4.5,13.5
75,Mark Brunell,WAS,QB,2,283,1,1,18,0,0,0,0,0,0,0,0,6.6,13.12
76,Rudi Johnson,CIN,RB,1,0,0,0,56,1,2,14,0,0,0,0,0,13,13
76,Nick Harper,IND,CB,1,0,0,0,0,0,0,0,0,0,0,0,1,13,13
76,J Jurevicius,SEA,WR,3,0,0,0,0,0,7,130,0,0,0,0,0,4.3,13
76,J Lynch,DEN,SS,2,0,0,0,0,0,0,0,0,0,1,0,0,6.5,13
80,Richard Seymour,NE,DT,2,0,0,0,0,0,0,0,0,1.5,0,0,1,6.4,12.8
81,Casey Hampton,PIT,NT,4,0,0,0,0,0,0,0,0,1,0,0,1,3.1,12.5
81,Ryan Clark,WAS,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,6.2,12.5
83,B Fisher,SEA,DE,3,0,0,0,0,0,0,0,0,1,0,1,0,4.1,12.4
84,Nick Goings,CAR,RB,3,0,0,0,99,0,2,24,0,0,0,0,0,4.1,12.3
85,Gary Brackett,IND,LB,1,0,0,0,0,0,0,0,0,0,0,1,0,12,12
85,Gibril Wilson,NYG,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,12,12
87,Kevin Faulk,NE,RB,2,0,0,0,74,0,6,65,0,0,0,0,0,6,11.9
88,Corey Dillon,NE,RB,2,0,0,0,97,0,2,21,0,0,0,0,0,5.9,11.8
89,Reggie Wayne,IND,WR,1,0,0,0,0,0,7,97,0,0,0,0,0,11.7,11.7
90,Osi Umenyiora,NYG,OLB,1,0,0,0,0,0,0,0,0,1,0,1,0,11.6,11.6
91,I Gold,DEN,LB,2,0,0,0,0,0,0,0,0,0,0,0,1,5.8,11.5
91,Bobby Engram,SEA,WR,3,0,0,0,0,0,11,115,0,0,0,0,0,3.8,11.5
91,Mike Vrabel,NE,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,5.8,11.5
94,Michael Strahan,NYG,DE,1,0,0,0,0,0,0,0,0,2,0,0,0,11.3,11.3
95,Chris Simms,TB,QB,1,198,0,2,11,1,0,0,0,0,0,0,0,11,11.02
96,Adam Vinatieri,NE,K,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11
96,Thomas Jones,CHI,RB,1,0,0,0,80,0,3,30,0,0,0,0,0,11,11
98,M Peterson,JAX,LB,1,0,0,0,0,0,0,0,0,1,0,1,0,10.8,10.8
99,Carlos Rogers,WAS,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,5.2,10.5
99,Brian Urlacher,CHI,LB,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5,10.5
101,Jon Kitna,CIN,QB,1,197,1,2,25,0,0,0,0,0,0,0,0,10.4,10.38
102,Rex Grossman,CHI,QB,1,192,1,1,5,0,0,0,0,0,0,0,0,10.2,10.18
103,Derrick Brooks,TB,LB,1,0,0,0,0,0,0,0,0,0,0,1,0,10,10
104,O Stoutmire,WAS,SS,2,0,0,0,0,0,0,0,0,1,0,0,0,5,9.9
104,A Jackson,NYG,LB,1,0,0,0,0,0,0,0,0,1,0,0,0,9.9,9.9
106,Roosevelt Colvin,NE,LB,2,0,0,0,0,0,0,0,0,1,0,0,0,4.9,9.8
106,Adewale Ogunleye,CHI,DE,1,0,0,0,0,0,0,0,0,1,0,1,0,9.8,9.8
106,Chartric Darby,SEA,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,3.3,9.8
109,Chris Cooley,WAS,TE,2,0,0,0,0,0,6,97,0,0,0,0,0,4.8,9.7
110,Simeon Rice,TB,DE,1,0,0,0,0,0,0,0,0,1,0,0,0,9.6,9.6
111,P Prioleau,WAS,SS,2,0,0,0,0,0,0,0,0,0,0,0,1,4.8,9.5
111,Cornelius Griffin,WAS,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.5
111,Maurice Morris,SEA,RB,3,0,0,0,73,0,2,22,0,0,0,0,0,3.2,9.5
114,M Jones,JAX,WR,1,0,0,0,0,0,6,94,0,0,0,0,0,9.4,9.4
115,J Putzier,DEN,WR,2,0,0,0,0,0,7,92,0,0,0,0,0,4.6,9.2
116,D Pollack,CIN,LB,1,0,0,0,0,0,0,0,0,1,0,0,0,9.1,9.1
116,Daryl Smith,JAX,OLB,1,0,0,0,0,0,0,0,0,1,0,0,0,9.1,9.1
118,Champ Bailey,DEN,CB,2,0,0,0,0,0,0,0,0,0,1,0,0,4.5,9
118,Eugene Wilson,NE,FS,2,0,0,0,0,0,0,0,0,0,0,1,0,4.5,9
118,J Hall,WAS,K,2,0,0,0,0,0,0,0,0,0,0,0,1,4.5,9
118,Ty Warren,NE,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9
122,DJ Williams,DEN,ILB,2,0,0,0,0,0,0,0,0,0.5,0,0,0,4.4,8.9
123,Bob Sanders,IND,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
123,Cato June,IND,LB,1,0,0,0,0,0,0,0,0,0,1,0,0,8.5,8.5
123,TJ Houshmandzadeh,CIN,WR,1,0,0,0,0,0,4,25,1,0,0,0,0,8.5,8.5
126,T Brown,NE,WR,2,0,0,0,0,0,2,44,1,0,0,0,0,4.2,8.4
126,Reggie Hayward,JAX,DE,1,0,0,0,0,0,0,0,0,1,0,1,0,8.4,8.4
128,K Mangum,CAR,TE,3,0,0,0,0,0,3,22,1,0,0,0,0,2.7,8.2
129,Lance Briggs,CHI,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8
129,Bryant McFadden,PIT,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8
129,K Lewis,NYG,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8
129,D Lewis,SEA,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8
129,Cyhl Quarles,TB,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8
129,Chris Draft,CAR,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8
135,V Haynes,PIT,RB,4,0,0,0,56,0,3,22,0,0,0,0,0,2,7.8
135,Tatum Bell,DEN,RB,2,0,0,0,50,0,5,28,0,0,0,0,0,3.9,7.8
135,K VonOelhoffen,PIT,DT,4,0,0,0,0,0,0,0,0,1,0,0,0,2,7.8
138,Byron Leftwich,JAX,QB,1,179,0,1,26,0,0,0,0,0,0,0,0,7.8,7.76
139,T Davis,CAR,SS,3,0,0,0,0,0,0,0,0,1,0,0,0,2.6,7.7
140,C Brown,DEN,DE,2,0,0,0,0,0,0,0,0,0,0,1,0,3.8,7.5
140,M Doss,IND,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
140,Hunter Hillenmeyer,CHI,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
140,David Thornton,IND,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
140,Craig Terrill,SEA,DT,3,0,0,0,0,0,0,0,0,0,0,1,0,2.5,7.5
140,A Hawkins,NE,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,3.8,7.5
146,Kevin Walter,CIN,WR,1,0,0,0,0,0,5,73,0,0,0,0,0,7.3,7.3
147,Adrian Peterson,CHI,RB,1,0,0,0,9,1,1,3,0,0,0,0,0,7.2,7.2
147,M Strong,SEA,WR,3,0,0,0,54,0,3,18,0,0,0,0,0,2.4,7.2
149,Corey Webster,NYG,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7
149,Jordan Babineaux,SEA,SS,3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,7
149,Aaron Smith,PIT,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,1.8,7
149,Charles Tillman,CHI,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7
153,Joey Galloway,TB,WR,1,0,0,0,0,0,7,69,0,0,0,0,0,6.9,6.9
153,Tiki Barber,NYG,RB,1,0,0,0,41,0,3,28,0,0,0,0,0,6.9,6.9
155,Bernard Berrian,CHI,WR,1,0,0,0,0,0,5,68,0,0,0,0,0,6.8,6.8
156,A Davis,NE,WR,2,0,0,0,13,0,2,54,0,0,0,0,0,3.4,6.7
157,Chris Henry,CIN,WR,1,0,0,0,0,0,1,66,0,0,0,0,0,6.6,6.6
158,Desmond Clark,CHI,TE,1,0,0,0,0,0,2,5,1,0,0,0,0,6.5,6.5
158,Ronde Barber,TB,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
158,B Alexander,NYG,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
161,Jason McKie,CHI,RB,1,0,0,0,3,1,0,0,0,0,0,0,0,6.3,6.3
162,Ladell Betts,WAS,RB,2,0,0,0,30,0,4,32,0,0,0,0,0,3.1,6.2
163,R Manning,CAR,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
163,Raheem Brock,IND,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6
163,M Tubbs,SEA,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
163,Akin Ayodele,JAX,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6
163,Indianapolis Colts,IND,DST,1,0,0,0,0,0,0,0,0,2,1,1,1,6,6
168,Chad Johnson,CIN,WR,1,0,0,0,0,0,4,59,0,0,0,0,0,5.9,5.9
169,Muhsin Muhammad,CHI,WR,1,0,0,0,0,0,3,58,0,0,0,0,0,5.8,5.8
170,Chris Hoke,PIT,NT,4,0,0,0,0,0,0,0,0,1,0,0,0,1.4,5.7
171,R Williams,JAX,WR,1,0,0,0,0,0,4,56,0,0,0,0,0,5.6,5.6
172,O Thurman,CIN,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5
172,N Greisen,NYG,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5
172,Marcus Stroud,JAX,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5
172,Vince Wilfork,NE,NT,2,0,0,0,0,0,0,0,0,0.5,0,0,0,2.8,5.5
172,M Coleman,DEN,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,2.8,5.5
172,K Herndon,SEA,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,1.8,5.5
178,E Wilford,JAX,WR,1,0,0,0,0,0,4,53,0,0,0,0,0,5.3,5.3
179,Marvin Harrison,IND,WR,1,0,0,0,0,0,3,52,0,0,0,0,0,5.2,5.2
180,D Jackson,TB,S,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
180,B Kelly,TB,DB,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5
180,A Dyson,SEA,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5
180,D O'Neal,CIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
180,Jeremy Shockey,NYG,TE,1,0,0,0,0,0,3,50,0,0,0,0,0,5,5
180,Shayne Graham,CIN,K,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
180,K Kaesviharn,CIN,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
180,Tampa Bay Buccaneers,TB,DST,1,0,0,0,0,0,0,0,0,2,1,2,0,5,5
188,R Proehl,CAR,WR,3,0,0,0,0,0,4,47,0,0,0,0,0,1.6,4.7
189,J Robertson,CAR,RB,3,0,0,0,19,0,6,27,0,0,0,0,0,1.5,4.6
190,E Hobbs,NE,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.5
191,Dwight Freeney,IND,DE,1,0,0,0,0,0,0,0,0,1,0,0,0,4.4,4.4
191,Rob Meier,JAX,DT,1,0,0,0,0,0,0,0,0,1,0,0,0,4.4,4.4
191,Jarvis Green,NE,DE,2,0,0,0,0,0,0,0,0,0.5,0,0,0,2.2,4.4
194,David Garrard,JAX,QB,1,68,0,0,14,0,0,0,0,0,0,0,0,4.1,4.12
195,Travis Kirschke,PIT,DE,4,0,0,0,0,0,0,0,0,0,0,0,1,1,4
195,Matt Bryant,TB,K,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,Rashean Mathis,JAX,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,E Wyms,TB,DT,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4
195,Tedy Bruschi,NE,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,E Pruitt,SEA,S,3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4
195,Keary Colbert,CAR,WR,3,0,0,0,0,0,3,40,0,0,0,0,0,1.3,4
195,M Vanderjagt,IND,K,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,Todd Johnson,CHI,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,D Grant,JAX,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,I Ohalete,CIN,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,William Joseph,NYG,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
195,Jacksonville Jaguars,JAX,DST,1,0,0,0,0,0,0,0,0,4,0,2,0,4,4
195,New York Giants,NYG,DST,1,0,0,0,0,0,0,0,0,4,0,1,0,4,4
209,Cadillac Williams,TB,RB,1,0,0,0,49,0,3,10,0,0,0,0,0,3.9,3.9
209,Trevor Pryce,DEN,DE,2,0,0,0,0,0,0,0,0,0.5,0,0,0,2,3.9
211,I Hilliard,TB,WR,1,0,0,0,0,0,4,38,0,0,0,0,0,3.8,3.8
212,Fred Taylor,JAX,RB,1,0,0,0,24,0,3,13,0,0,0,0,0,3.7,3.7
213,R Nece,TB,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,B Simmons,CIN,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,Walt Harris,WAS,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
213,C Brown,NE,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
213,Will Allen,NYG,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,J Smith,CIN,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,K Wright,JAX,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,John Henderson,JAX,NT,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,Gerald Sensabaugh,JAX,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,T James,CIN,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
213,Nathan Vasher,CHI,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
224,Korey Toomer,NYG,ILB,1,0,0,0,0,0,3,31,0,0,0,0,0,3.1,3.1
225,A Jimoh,WAS,DB,2,0,0,0,0,0,0,0,0,0,0,1,0,1.5,3
225,Robbie Gould,CHI,K,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
225,Jermaine Phillips,TB,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
225,Jimmy Smith,JAX,WR,1,0,0,0,0,0,3,30,0,0,0,0,0,3,3
225,D Williams,DEN,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
225,Josh Scobee,JAX,K,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
225,Robert Geathers,CIN,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
225,Michael Pittman,TB,RB,1,0,0,0,0,0,3,30,0,0,0,0,0,3,3
225,D Wesley,CAR,S,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3
234,Justin Gage,CHI,WR,1,0,0,0,0,0,3,28,0,0,0,0,0,2.8,2.8
234,J Tuman,PIT,WR,4,0,0,0,0,0,2,28,0,0,0,0,0,0.7,2.8
234,Seneca Wallace,SEA,QB,2,0,0,0,0,0,1,28,0,0,0,0,0,1.4,2.8
237,Carson Palmer,CIN,QB,1,66,0,0,0,0,0,0,0,0,0,0,0,2.6,2.64
238,A Becht,TB,WR,1,0,0,0,0,0,3,26,0,0,0,0,0,2.6,2.6
239,T Buckley,NYG,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
239,S Brandon,DEN,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
239,M Wiley,JAX,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
239,H Poteat,NE,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
239,K Moorehead,CAR,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
239,A Wallace,CAR,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
245,Mike Alstott,TB,RB,1,0,0,0,15,0,1,7,0,0,0,0,0,2.2,2.2
245,Brad Hoover,CAR,FB,3,0,0,0,0,0,3,22,0,0,0,0,0,0.7,2.2
247,R Hannam,SEA,TE,3,0,0,0,0,0,4,20,0,0,0,0,0,0.7,2
247,Marlin Jackson,IND,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
247,M Green,CHI,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
247,Monty Beisel,NE,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
247,Alex Brown,CHI,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
247,Robert Mathis,IND,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
247,K Rasmussen,CAR,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2
247,Chicago Bears,CHI,DST,1,0,0,0,0,0,0,0,0,1,1,2,0,2,2
255,T Jacobs,WAS,WR,2,0,0,0,0,0,3,19,0,0,0,0,0,1,1.9
256,D Graham,NE,WR,2,0,0,0,0,0,1,18,0,0,0,0,0,0.9,1.8
256,B Fletcher,IND,WR,1,0,0,0,0,0,2,18,0,0,0,0,0,1.8,1.8
258,Greg Jones,JAX,RB,1,0,0,0,15,0,0,0,0,0,0,0,0,1.5,1.5
258,Kevin Bentley,SEA,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5
258,J Foreman,NYG,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
258,G Spires,TB,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
262,C Perry,CIN,RB,1,0,0,0,3,0,6,11,0,0,0,0,0,1.4,1.4
262,A Smith,TB,TE,1,0,0,0,0,0,3,14,0,0,0,0,0,1.4,1.4
264,Nate Washington,PIT,WR,3,0,0,0,0,0,1,13,0,0,0,0,0,0.4,1.3
264,Brandon Stokley,IND,WR,1,0,0,0,0,0,1,13,0,0,0,0,0,1.3,1.3
266,Matt Schobel,CIN,TE,1,0,0,0,0,0,2,11,0,0,0,0,0,1.1,1.1
267,S Springs,WAS,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,P Thomas,JAX,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,Tommie Harris,CHI,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,W Holdman,WAS,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
267,L Joe,CHI,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,J Tafoya,SEA,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
267,E Ekuban,DEN,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
267,Justin Tuck,NYG,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,D Veal,DEN,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
267,Landon Johnson,CIN,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,T Cousin,JAX,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,D Duckett,NYG,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,Chris Hovan,TB,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,Tank Johnson,CHI,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
