Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
36,Torry Holt,LAR,WR,16,0,0,0,0,0,93,1188,10,0,0,0,0,11,176.8
37,Steve Smith,CAR,WR,14,0,0,0,61,1,83,1166,8,0,0,0,0,12.6,176.7
38,DeMeco Ryans,HOU,ILB,16,0,0,0,0,0,0,0,0,3.5,1,1,1,11,176.1
39,JP Losman,BUF,QB,16,3051,19,14,140,1,0,0,0,0,0,0,0,11,176.04
40,Lee Evans,BUF,WR,16,0,0,0,0,0,82,1292,8,0,0,0,0,11,175.2
40,Ahman Green,GB,RB,14,0,0,0,1059,5,46,373,1,0,0,0,0,12.5,175.2
42,Javon Walker,DEN,WR,16,0,0,0,123,1,69,1084,8,0,0,0,0,10.9,174.7
42,Jamal Lewis,BAL,RB,16,0,0,0,1132,9,18,115,0,0,0,0,0,10.9,174.7
44,Tony Romo,DAL,QB,16,2903,19,13,102,0,0,0,0,0,0,0,0,10.9,174.32
45,Chad Pennington,NYJ,QB,16,3352,17,16,109,0,0,7,0,0,0,0,0,10.9,173.68
46,Reggie Bush,NO,RB,16,0,0,1,565,6,88,742,2,0,0,0,0,10.8,172.7
47,L Fletcher-Baker,BUF,LB,16,0,0,0,0,0,0,0,0,2,4,0,1,10.8,172
48,Travis Henry,TEN,RB,14,0,0,0,1211,7,18,78,0,0,0,0,0,12.2,170.9
49,Fred Taylor,JAX,RB,15,0,0,0,1146,5,23,242,1,0,0,0,0,11.4,170.8
50,Thomas Jones,CHI,RB,16,-4,0,0,1210,6,36,154,0,0,0,0,0,10.6,170.24
51,Corey Dillon,NE,RB,16,0,0,0,812,13,15,147,0,0,0,0,0,10.6,169.9
52,Rex Grossman,CHI,QB,16,3193,23,20,2,0,1,-4,0,0,0,0,0,10.6,169.52
53,Roy Williams,DET,WR,16,0,0,0,2,0,82,1310,7,0,0,0,0,10.6,169.2
54,Edgerrin James,ARI,RB,16,0,0,0,1159,6,38,217,0,0,0,0,0,10.5,167.6
55,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,44,22,14,13,10.4,167
56,Alex Smith,SF,QB,16,2890,16,16,147,2,0,0,0,0,0,0,0,10.3,164.3
57,TJ Houshmandzadeh,CIN,WR,14,0,0,0,6,0,90,1081,9,0,0,0,0,11.6,162.7
58,Jason Taylor,MIA,LB,16,0,0,0,0,0,0,0,0,13.5,2,9,2,10.2,162.4
59,Zack Thomas,MIA,LB,16,0,0,0,0,0,0,0,0,3,1,2,0,10.1,161.4
60,Warrick Dunn,ATL,RB,16,0,0,0,1140,4,22,170,1,0,0,0,0,10.1,161
61,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,30,21,14,15,10,160
62,Kevin Jones,DET,RB,12,0,0,0,689,6,61,520,2,0,0,0,0,13.2,158.9
63,Donnie Edwards,LAC,LB,16,0,0,0,0,0,0,0,0,2.5,3,2,1,9.9,158.7
64,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,61,16,17,12,9.9,158
65,Lance Briggs,CHI,OLB,16,0,0,0,0,0,0,0,0,1,2,4,1,9.9,157.9
66,Aaron Kampman,GB,DT,16,0,0,0,0,0,0,0,0,15.5,0,3,1,9.8,156.8
66,Plaxico Burress,NYG,WR,15,0,0,0,0,0,63,988,10,0,0,0,0,10.5,156.8
68,Keith Bulluck,TEN,LB,16,0,0,0,0,0,0,0,0,2.5,1,2,1,9.8,156
69,D Jackson,SEA,WR,13,0,0,0,0,0,63,956,10,0,0,0,0,12,155.6
70,Demarcus Ware,DAL,OLB,16,0,0,0,0,0,0,0,0,11.5,1,5,1,9.7,154.7
71,Ronnie Brown,MIA,RB,13,0,0,0,1008,5,33,276,0,0,0,0,0,11.9,154.4
72,Adrian Wilson,ARI,SS,16,0,0,0,0,0,0,0,0,5,4,4,2,9.6,153.3
73,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,40,19,19,10,9.6,153
73,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,47,8,27,19,9.6,153
75,Marques Colston,NO,WR,14,0,0,0,0,0,70,1038,8,0,0,0,0,10.8,151.8
76,Jake Delhomme,CAR,QB,13,2805,17,11,12,0,0,0,0,0,0,0,0,11.6,151.4
77,Bart Scott,BAL,LB,16,0,0,0,0,0,0,0,0,9.5,2,0,0,9.4,151.1
78,Antonio Pierce,NYG,LB,16,0,0,0,0,0,0,0,0,1,1,1,2,9.4,150.5
79,David Carr,HOU,QB,16,2767,11,12,195,2,0,0,0,0,0,0,0,9.4,150.18
80,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,46,23,16,10,9.4,150
81,Brian Urlacher,CHI,LB,16,0,0,0,0,0,0,0,0,0,3,1,1,9.3,149.5
82,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,40,13,16,11,9.3,149
83,Matt Hasselbeck,SEA,QB,12,2442,18,15,110,0,0,0,0,0,0,0,0,12.4,148.68
84,Joey Galloway,TB,WR,16,0,0,0,9,0,62,1057,7,0,0,0,0,9.3,148.6
85,Laveranues Coles,NYJ,WR,16,0,0,0,14,0,91,1098,6,0,0,0,0,9.2,147.2
86,Anquan Boldin,ARI,WR,16,0,0,0,28,0,83,1203,4,0,0,0,0,9.2,147.1
87,Willis McGahee,BUF,RB,14,0,0,0,990,6,18,156,0,0,0,0,0,10.5,146.6
88,Antonio Gates,LAC,TE,16,0,0,0,0,0,71,924,9,0,0,0,0,9.2,146.4
89,Cato June,IND,LB,16,0,0,0,0,0,0,0,0,1,3,2,1,9.1,146.2
90,Andre Johnson,HOU,WR,16,0,0,0,14,0,103,1147,5,0,0,0,0,9.1,146.1
91,Adalius Thomas,BAL,LB,16,0,0,0,0,0,0,0,0,11,1,0,1,9.1,145.3
92,Julius Jones,DAL,RB,16,0,0,0,1084,4,9,142,0,0,0,0,0,9,144.6
93,Chris Hope,TEN,SS,16,0,0,0,0,0,0,0,0,0,5,0,1,9,144
94,Jared Allen,KC,OLB,16,0,0,0,0,0,0,0,0,7.5,1,3,6,9,143.9
95,Robbie Gould,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.9,143
96,Mike Furrey,DET,WR,16,0,0,0,0,0,98,1086,6,0,0,0,0,8.9,142.6
97,Shawne Merriman,LAC,DE,12,0,0,0,0,0,0,0,0,17,1,4,1,11.9,142.3
98,T Glenn,DAL,WR,15,0,0,0,11,0,70,1047,6,0,0,0,0,9.5,141.8
99,James Farrior,PIT,LB,16,0,0,0,0,0,0,0,0,4,1,2,1,8.8,140.9
100,Champ Bailey,DEN,CB,16,0,0,0,0,0,0,0,0,0,10,0,1,8.8,140
100,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,39,20,13,9,8.8,140
102,AJ Hawk,GB,OLB,16,0,0,0,0,0,0,0,0,3.5,2,1,2,8.7,139.6
103,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,35,20,8,4,8.7,139
103,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,34,18,21,13,8.7,139
105,Leonard Little,LAR,DE,16,0,0,0,0,0,0,0,0,13,0,7,0,8.6,138.3
106,Reggie Brown,PHI,WR,16,0,0,0,24,1,46,816,8,0,0,0,0,8.6,138
106,Nate Kaeding,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.6,138
108,Will Witherspoon,LAR,OLB,16,0,0,0,0,0,0,0,0,3,0,3,1,8.6,137.4
109,J Wilkins,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.6,137
109,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,35,17,22,13,8.6,137
111,Ronde Barber,TB,FS,16,0,0,0,0,0,0,0,0,0,3,2,0,8.5,136.5
112,Kirk Morrison,LV,LB,16,0,0,0,0,0,0,0,0,1,2,1,1,8.5,136.2
112,Julian Peterson,SEA,LB,16,0,0,0,0,0,0,0,0,10,1,1,1,8.5,136.2
114,Brian Dawkins,PHI,SS,16,0,0,0,0,0,0,0,0,1,4,5,0,8.5,135.9
115,Kerry Rhodes,NYJ,FS,16,0,0,0,0,0,0,0,0,5,4,3,1,8.5,135.8
116,Lofa Tatupu,SEA,LB,16,0,0,0,0,0,0,0,0,1.5,1,2,1,8.5,135.4
117,Matt Leinart,ARI,QB,12,2547,11,12,49,2,0,0,0,0,0,0,0,11.2,134.78
118,Jerricho Cotchery,NYJ,WR,16,0,0,0,25,0,82,961,6,0,0,0,0,8.4,134.6
119,Hines Ward,PIT,WR,14,0,0,0,30,0,74,975,6,0,0,0,0,9.6,134.5
120,Ray Lewis,BAL,LB,14,0,0,0,0,0,0,0,0,5,2,1,1,9.6,134.1
121,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,38,16,21,17,8.4,134
122,Laurence Maroney,NE,RB,14,0,0,0,745,6,22,194,1,0,0,0,0,9.6,133.9
123,Sean Jones,CLE,DB,16,0,0,0,0,0,0,0,0,0.5,5,0,1,8.3,133.5
124,EJ Henderson,MIN,LB,16,0,0,0,0,0,0,0,0,3,2,1,2,8.3,132.5
125,Jermaine Phillips,TB,FS,16,0,0,0,0,0,0,0,0,1,2,5,1,8.3,132.4
126,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,26,17,10,11,8.2,132
126,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,41,12,18,14,8.2,132
126,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,32,15,23,15,8.2,132
129,Keith Brooking,ATL,LB,16,0,0,0,0,0,0,0,0,2.5,0,0,1,8.2,131.6
130,Mike Bell,DEN,RB,15,0,0,0,677,8,20,158,0,0,0,0,0,8.8,131.5
131,Larry Fitzgerald,ARI,WR,13,0,0,0,0,0,69,946,6,0,0,0,0,10,130.6
132,Shaun Alexander,SEA,RB,10,0,0,0,896,7,12,48,0,0,0,0,0,13,130.4
133,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,35,16,13,9,8.1,130
134,Isaac Bruce,LAR,WR,16,0,0,0,0,0,74,1098,3,0,0,0,0,8.1,129.8
135,Charlie Frye,CLE,QB,13,2454,10,17,215,3,0,0,0,0,0,0,0,10,129.66
136,Walt Harris,SF,CB,15,0,0,0,0,0,0,0,0,1,8,4,2,8.5,128.1
137,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,37,12,19,14,8,128
138,V Hobson,NYJ,LB,16,0,0,0,0,0,0,0,0,6,1,0,2,8,127.7
139,Derrick Brooks,TB,LB,16,0,0,0,0,0,0,0,0,0,3,0,0,8,127.5
140,Julius Peppers,CAR,DE,16,0,0,0,0,0,0,0,0,13,0,3,2,7.9,126.4
141,Alge Crumpler,ATL,TE,16,0,0,0,0,0,56,780,8,0,0,0,0,7.9,126
142,Chris Draft,CAR,LB,16,0,0,0,0,0,0,0,0,5.5,0,2,2,7.8,125.4
143,Santana Moss,WAS,WR,14,0,0,0,82,0,55,790,6,0,0,0,0,8.9,125.2
144,Braylon Edwards,CLE,WR,16,0,0,0,7,0,61,884,6,0,0,0,0,7.8,125.1
145,Gibril Wilson,NYG,DB,15,0,0,0,0,0,0,0,0,0,2,3,2,8.3,124.5
146,Matt Stover,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.7,123
146,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,34,18,9,5,7.7,123
148,Charles Woodson,GB,SS,16,0,0,0,0,0,0,0,0,1,8,3,1,7.6,122.4
149,Shaun Phillips,LAC,OLB,14,0,0,0,0,0,0,0,0,11.5,0,4,1,8.7,122.3
150,Brad Johnson,MIN,QB,15,2750,9,15,82,1,0,0,0,0,0,0,0,8.1,122.2
151,Tony Gonzalez,KC,TE,15,0,0,0,0,0,73,900,5,0,0,0,0,8.1,122
151,M Greenwood,HOU,LB,16,0,0,0,0,0,0,0,0,1,1,2,3,7.6,122
151,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,34,17,19,15,7.6,122
154,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,41,14,15,8,7.6,121
154,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,35,19,14,12,7.6,121
156,Mark Clayton,BAL,WR,16,0,0,0,-30,0,67,939,5,0,0,1,0,7.6,120.9
157,DeShaun Foster,CAR,RB,14,0,0,0,897,3,32,159,0,0,0,0,0,8.5,119.6
158,Shayne Graham,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
158,Antoine Winfield,MIN,CB,16,0,0,0,0,0,0,0,0,0,4,0,1,7.4,119
158,Josh Scobee,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
161,B Moore,SF,SS,16,0,0,0,0,0,0,0,0,6.5,0,3,0,7.4,118.6
162,Asante Samuel,NE,CB,15,0,0,0,0,0,0,0,0,0,10,1,0,7.9,118.5
163,Terrell Suggs,BAL,DE,16,0,0,0,0,0,0,0,0,9.5,0,3,2,7.4,118.4
164,Kamerion Wimbley,CLE,OLB,16,0,0,0,0,0,0,0,0,11,0,1,3,7.4,118
164,Joe Nedney,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
166,Aaron Schobel,BUF,DE,16,0,0,0,0,0,0,0,0,14,0,3,1,7.4,117.7
167,Eddie Kennison,KC,WR,16,0,0,0,16,0,53,860,5,0,0,0,0,7.4,117.6
168,Robert Mathis,IND,OLB,16,0,0,0,0,0,0,0,0,9.5,0,4,2,7.3,117.3
169,Karlos Dansby,ARI,ILB,14,0,0,0,0,0,0,0,0,8,0,2,1,8.4,117.2
169,Jason Elam,DEN,K,16,0,0,0,2,0,0,0,0,0,0,0,0,7.3,117.2
171,John Carney,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
171,Jason Hanson,DET,K,15,0,0,0,0,0,0,0,0,0,0,0,0,7.8,117
171,Charles Tillman,CHI,CB,14,0,0,0,0,0,0,0,0,0,5,1,1,8.4,117
174,M Booker,MIA,WR,14,0,0,0,19,0,55,747,6,0,0,0,0,8.3,116.6
175,Tatum Bell,DEN,RB,13,0,0,0,1025,2,24,115,0,0,0,0,0,8.9,116
175,Neil Rackers,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
177,S Taylor,WAS,S,16,0,0,0,0,0,0,0,0,0,1,3,0,7.2,115.5
177,J Smith,CIN,DT,16,0,0,0,0,0,0,0,0,7.5,0,1,2,7.2,115.5
179,A Jones,TEN,CB,15,0,0,0,8,0,2,31,0,1,4,1,0,7.7,115.2
180,Josh Brown,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
180,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,28,18,8,9,7.2,115
182,Mike Vrabel,NE,LB,16,0,0,0,0,0,0,0,0,4.5,3,3,1,7.2,114.8
183,Ken Hamlin,SEA,DB,16,0,0,0,0,0,0,0,0,2,3,1,0,7.2,114.6
184,Bradie James,DAL,LB,16,0,0,0,0,0,0,0,0,0,1,2,2,7.2,114.5
184,Chris Henry,CIN,WR,13,0,0,0,0,0,36,605,9,0,0,0,0,8.8,114.5
186,Muhsin Muhammad,CHI,WR,16,0,0,0,0,0,60,863,5,0,0,0,0,7.1,114.3
187,Leon Washington,NYJ,RB,16,0,0,0,650,4,25,270,0,0,0,0,0,7.1,114
187,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,32,17,17,11,7.1,114
189,Gary Brackett,IND,LB,14,0,0,0,0,0,0,0,0,0,0,2,0,8.1,113.5
190,Dominic Rhodes,IND,RB,16,0,0,0,641,5,36,251,0,0,0,0,0,7.1,113.2
191,Charles Grant,NO,DE,16,0,0,0,0,0,0,0,0,6,0,3,2,7.1,113.1
192,Adam Vinatieri,IND,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8.7,113
193,Scott Fujita,NO,LB,16,0,0,0,0,0,0,0,0,3.5,2,1,0,7,112.7
194,Ty Warren,NE,DT,15,0,0,0,0,0,0,0,0,7.5,0,1,1,7.5,112.5
194,Todd Heap,BAL,TE,16,0,0,0,0,0,73,765,6,0,0,0,0,7,112.5
196,David Garrard,JAX,QB,11,1735,10,9,250,0,0,0,0,0,0,0,0,10.2,112.4
197,D Williams,DEN,CB,15,0,0,0,0,0,0,0,0,0,4,1,2,7.5,112
197,Bernard Berrian,CHI,WR,15,0,0,0,5,0,51,775,6,0,0,0,0,7.5,112
199,Devery Henderson,NO,WR,13,0,0,0,14,1,32,745,5,0,0,0,0,8.6,111.9
199,Oshiomogho Atogwe,LAR,DB,16,0,0,0,0,0,0,0,0,1,3,5,1,7,111.9
201,Joey Harrington,MIA,QB,11,2236,12,15,24,0,0,0,0,0,0,0,0,10.2,111.84
202,W Demps,NYG,WR,16,0,0,0,0,0,0,0,0,1,2,1,2,7,111.6
203,Chris Cooley,WAS,TE,16,0,0,0,0,0,57,734,6,0,0,0,0,7,111.4
204,Clinton Portis,WAS,RB,8,0,0,0,523,7,17,170,0,0,0,0,0,13.9,111.3
205,Gerald Hayes,ARI,LB,14,0,0,0,0,0,0,0,0,1,3,0,2,7.9,111.2
206,D Rayner,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
206,Lawrence Tynes,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
208,Jake Plummer,DEN,QB,16,1994,11,13,112,1,0,0,0,0,0,0,0,6.9,110.96
209,Jeremiah Trotter,PHI,LB,16,0,0,0,0,0,0,0,0,0,1,1,0,6.9,110.5
209,Nick Barnett,GB,ILB,15,0,0,0,0,0,0,0,0,2,2,0,1,7.4,110.5
211,Michael Boley,ATL,OLB,16,0,0,0,0,0,0,0,0,3,2,1,3,6.9,110.3
212,Andra Davis,CLE,LB,14,0,0,0,0,0,0,0,0,1,2,1,0,7.9,110.2
213,Nate Clements,BUF,SS,16,0,0,0,0,0,0,0,0,0,3,2,2,6.9,110
214,Ernie Sims,DET,OLB,16,0,0,0,0,0,0,0,0,0.5,0,1,1,6.9,109.7
215,Damon Huard,KC,QB,10,1878,11,1,9,0,2,-6,0,0,0,0,0,10.9,109.42
216,Landon Johnson,CIN,LB,16,0,0,0,0,0,0,0,0,0.5,1,3,0,6.8,109.4
217,Kyle Vanden Bosch,TEN,DE,16,0,0,0,0,0,0,0,0,6.5,0,1,0,6.8,109.3
218,Brandon Jacobs,NYG,RB,15,0,0,0,423,9,11,149,0,0,0,0,0,7.3,109.2
219,David Thornton,TEN,LB,16,0,0,0,0,0,0,0,0,0,0,2,0,6.8,109
220,M Washington,WAS,LB,14,0,0,0,0,0,0,0,0,2.5,0,2,2,7.8,108.8
221,Reuben Droughns,CLE,RB,14,0,0,0,758,4,27,169,0,0,0,0,0,7.8,108.7
222,Nick Collins,GB,FS,16,0,0,0,0,0,0,0,0,0,3,2,0,6.8,108.5
223,K Mitchell,KC,LB,16,0,0,0,0,0,0,0,0,1.5,1,0,1,6.8,108.4
224,Trevor Pryce,BAL,DE,16,0,0,0,0,0,0,0,0,13,0,2,0,6.8,108.3
225,Jonathan Vilma,NYJ,OLB,16,0,0,0,0,0,0,0,0,0,1,1,1,6.8,108
226,Kevin Johnson,CAR,WR,16,0,0,1,4,1,70,815,4,0,0,0,0,6.7,107.9
227,Cyhl Quarles,TB,SS,12,0,0,0,0,0,0,0,0,2.5,0,2,0,9,107.7
228,Eric Barton,NYJ,LB,16,0,0,0,0,0,0,0,0,4.5,0,1,0,6.7,107.6
228,Roosevelt Colvin,NE,LB,16,0,0,0,0,0,0,0,0,8.5,0,1,1,6.7,107.6
230,J Feely,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
230,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,38,11,15,8,6.7,107
232,Bryan Thomas,NYJ,LB,16,0,0,0,0,0,0,0,0,8.5,0,1,1,6.7,106.9
233,Trent Cole,PHI,OLB,16,0,0,0,0,0,0,0,0,8,1,1,1,6.6,106.2
234,Tedy Bruschi,NE,LB,15,0,0,0,0,0,0,0,0,1.5,1,0,2,7.1,106.1
234,Cedric Benson,CHI,RB,15,0,0,0,647,6,8,54,0,0,0,0,0,7.1,106.1
236,John Kasay,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
236,Rian Lindell,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
236,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,34,14,17,13,6.6,106
239,Chike Okeafor,ARI,LB,16,0,0,0,0,0,0,0,0,8.5,0,2,2,6.6,105.7
240,Kellen Winslow,CLE,TE,16,0,0,0,0,0,89,875,3,0,0,0,0,6.6,105.5
241,Larry Foote,PIT,ILB,16,0,0,0,0,0,0,0,0,4,1,2,1,6.6,105.4
242,Daryl Smith,JAX,OLB,16,0,0,0,0,0,0,0,0,3,1,1,0,6.6,105.2
242,Scott Shanle,NO,LB,16,0,0,0,0,0,0,0,0,4,0,1,0,6.6,105.2
244,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
245,Richard Marshall,CAR,CB,16,0,0,0,0,0,0,0,0,1,3,2,2,6.6,104.9
246,Tamba Hali,KC,OLB,16,0,0,0,0,0,0,0,0,8,1,5,1,6.6,104.8
247,Dunta Robinson,HOU,CB,16,0,0,0,0,0,0,0,0,0,2,1,0,6.5,104.5
248,Jeremy Shockey,NYG,TE,15,0,0,0,0,0,66,623,7,0,0,0,0,7,104.3
249,L Marshall,WAS,LB,15,0,0,0,0,0,0,0,0,1.5,0,0,1,6.9,104.2
249,Nnamdi Asomugha,LV,CB,15,0,0,0,0,0,0,0,0,1,8,1,0,6.9,104.2
249,Clark Haggans,PIT,LB,15,0,0,0,0,0,0,0,0,6,1,2,1,6.9,104.2
252,A Henry,DAL,FS,16,0,0,0,0,0,0,0,0,0,2,0,0,6.5,104
253,Corey Chavous,LAR,SS,16,0,0,0,0,0,0,0,0,1,1,0,2,6.5,103.8
254,C McAlister,BAL,DB,16,0,0,0,0,0,0,0,0,0,6,0,2,6.4,103
254,M Nugent,NYJ,K,15,0,0,0,0,0,0,0,0,0,0,0,0,6.9,103
256,Alex Brown,CHI,DE,16,0,0,0,0,0,0,0,0,7,2,3,2,6.4,102.7
257,Antrel Rolle,ARI,SS,16,0,0,0,0,0,0,0,0,0,1,2,0,6.4,102.5
257,Will Smith,NO,DE,14,0,0,0,0,0,0,0,0,10.5,0,3,1,7.3,102.5
257,Rashean Mathis,JAX,CB,16,0,0,0,0,0,0,0,0,0,8,0,0,6.4,102.5
257,Donte' Stallworth,PHI,WR,12,0,0,0,0,0,38,725,5,0,0,0,0,8.5,102.5
257,Quentin Jammer,LAC,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,6.4,102.5
257,M Williams,CIN,SS,16,0,0,0,0,0,0,0,0,0,3,2,0,6.4,102.5
263,David Akers,PHI,K,16,11,0,0,0,0,0,0,0,0,0,0,0,6.4,102.44
264,A Wilson,DEN,LB,15,0,0,0,0,0,0,0,0,1,0,1,0,6.8,102
264,Olindo Mare,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
266,Chris Chambers,MIA,WR,16,0,0,0,95,0,59,677,4,0,0,0,0,6.3,101.2
267,Jeff Reed,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.3,101
267,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,28,11,13,11,6.3,101
269,Mark Brunell,WAS,QB,10,1789,8,4,34,0,0,0,0,0,0,0,0,10.1,100.96
270,Ron Dayne,HOU,RB,11,0,0,0,612,5,14,77,0,0,0,0,0,9.2,100.9
