Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
104,Jeremy Shockey,NYG,TE,15,0,0,0,0,0,65,891,7,0,0,0,0,8.9,133.1
105,Derrick Brooks,TB,LB,16,0,0,0,0,0,0,0,0,3,1,1,0,8.3,132.9
106,O Thurman,CIN,LB,16,0,0,0,0,0,0,0,0,1.5,5,4,0,8.3,132.8
107,Brian Dawkins,PHI,SS,16,0,0,0,0,0,0,0,0,3.5,3,4,1,8.3,132.1
108,Stephen Davis,CAR,RB,13,0,0,0,549,12,5,45,0,0,0,0,0,10.1,131.4
109,Shayne Graham,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,131
110,M Washington,WAS,LB,16,0,0,0,0,0,0,0,0,7.5,1,3,2,8.2,130.6
111,Jason Taylor,MIA,LB,16,0,0,0,0,0,0,0,0,12,0,4,2,8.2,130.5
112,Deion Branch,NE,WR,16,0,0,0,0,0,78,998,5,0,0,0,0,8.1,129.8
113,J Jurevicius,SEA,WR,16,0,0,0,0,0,55,694,10,0,0,0,0,8.1,129.4
114,Kurt Warner,ARI,QB,10,2713,11,9,28,0,1,0,0,0,0,0,0,12.9,129.32
115,Lawrence Tynes,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,129
115,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,37,15,17,11,8.1,129
117,Marc Bulger,LAR,QB,8,2297,14,9,29,0,1,1,0,0,0,0,0,16.1,128.88
118,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,37,16,14,13,8,128
119,John Kasay,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,127
119,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,31,19,20,12,7.9,127
121,Antonio Pierce,NYG,LB,13,0,0,0,0,0,0,0,0,2.5,2,1,2,9.8,126.8
122,Gary Brackett,IND,LB,16,0,0,0,0,0,0,0,0,1,3,0,0,7.9,126.5
123,Karlos Dansby,ARI,ILB,15,0,0,0,0,0,0,0,0,4,3,2,2,8.4,126.2
124,Todd Heap,BAL,TE,16,0,0,0,0,0,75,855,7,0,0,0,0,7.8,125.5
125,L Marshall,WAS,LB,16,0,0,0,0,0,0,0,0,2,4,2,0,7.8,125.3
126,Champ Bailey,DEN,CB,14,0,0,0,0,0,0,0,0,0,8,1,0,8.9,125
126,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,30,21,16,7,7.8,125
126,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,29,16,20,15,7.8,125
129,Gibril Wilson,NYG,DB,16,0,0,0,0,0,0,0,0,3,2,2,0,7.7,123.9
130,Jamal Lewis,BAL,RB,15,0,0,0,906,3,32,191,1,0,0,0,0,8.2,123.7
131,Joe Porter,LV,CB,16,0,0,0,-8,0,76,942,5,0,0,0,0,7.7,123.4
132,Derrick Mason,BAL,WR,16,0,0,0,0,0,86,1073,3,0,0,0,0,7.7,123.3
133,A Bryant,CLE,WR,16,0,0,0,3,0,69,1009,4,0,0,0,0,7.7,123.2
134,J Wilkins,LAR,K,16,0,0,0,-4,0,0,0,0,0,0,0,0,7.7,122.6
135,Sammie Knight,KC,SS,16,0,0,0,0,0,0,0,0,2,2,2,2,7.7,122.5
135,Nate Clements,BUF,SS,16,0,0,0,0,0,0,0,0,0,2,3,1,7.7,122.5
137,Troy Polamalu,PIT,SS,16,0,0,0,0,0,0,0,0,3,2,1,2,7.6,121.3
138,M Vanderjagt,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121
138,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,38,17,16,13,7.6,121
140,A Crowell,BUF,LB,15,0,0,0,0,0,0,0,0,3,2,2,0,8.1,120.8
141,Kevin Curtis,LAR,WR,16,0,0,0,5,1,60,801,6,0,0,1,0,7.5,120.6
142,Lee Evans,BUF,WR,16,0,0,0,38,0,48,743,7,0,0,0,0,7.5,120.1
143,Osi Umenyiora,NYG,OLB,16,0,0,0,0,0,0,0,0,14.5,0,4,2,7.5,119.5
144,Michael Lewis,PHI,SS,16,0,0,0,0,0,0,0,0,1,2,1,1,7.5,119.4
145,D Smith,SF,LB,16,0,0,0,0,1,0,0,0,0,1,0,0,7.4,119
146,Cato June,IND,LB,13,0,0,0,0,0,0,0,0,0,5,0,0,9.1,118.5
147,Josh Brown,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
148,Alge Crumpler,ATL,TE,16,0,0,0,0,0,65,877,5,0,0,0,0,7.4,117.7
149,Ricky Williams,MIA,RB,12,0,0,0,743,6,17,93,0,0,0,0,0,9.8,117.6
150,James Farrior,PIT,LB,14,0,0,0,0,0,0,0,0,2,0,2,1,8.4,117.5
151,Chris Cooley,WAS,TE,16,0,0,0,0,0,71,774,7,0,0,0,0,7.3,117.4
152,Jason Elam,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
152,Rian Lindell,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
152,Jeff Reed,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
155,Roy Williams,DET,WR,13,0,0,0,0,0,45,687,8,0,0,0,0,9,116.7
156,Kevin Johnson,DAL,WR,16,0,0,0,3,0,71,839,6,0,0,0,0,7.3,116.2
156,Roy Williams,DAL,SS,16,0,0,0,0,0,0,0,0,2.5,3,3,1,7.3,116.2
158,Mewelde Moore,MIN,RB,16,0,0,0,662,1,37,339,2,0,0,0,0,7.3,116.1
159,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,23,15,12,8,7.2,116
160,Jared Allen,KC,OLB,16,0,0,0,0,0,0,0,0,11,0,7,2,7.2,115
160,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,41,9,13,11,7.2,115
162,K Mitchell,KC,LB,16,0,0,0,0,0,0,0,0,2,1,0,1,7.2,114.9
163,M Greenwood,HOU,LB,16,0,0,0,0,0,0,0,0,2,0,0,2,7.2,114.8
164,Brad Johnson,MIN,QB,15,1885,12,4,53,0,0,0,0,0,0,0,0,7.6,114.7
165,Shawntae Spencer,SF,CB,15,0,0,0,0,0,0,0,0,0,4,0,0,7.6,114.5
165,Laveranues Coles,NYJ,WR,16,0,0,0,0,0,73,845,5,0,0,0,0,7.2,114.5
167,D O'Neal,CIN,WR,15,0,0,0,0,0,0,0,0,0,10,0,1,7.6,113.5
168,Curtis Martin,NYJ,RB,12,0,0,0,735,5,24,118,0,0,0,0,0,9.4,113.3
169,Matt Stover,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
169,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,46,10,16,10,7.1,113
169,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,41,13,18,14,7.1,113
172,Sheldon Brown,PHI,CB,16,0,0,0,0,0,0,0,0,1,4,1,1,7,112.6
173,Terrell Owens,PHI,WR,7,0,0,0,2,0,47,763,6,0,0,0,0,16.1,112.5
174,P Edinger,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
174,Nate Kaeding,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
174,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,35,10,14,11,7,112
177,Jason Witten,DAL,TE,16,0,0,0,0,0,66,757,6,0,0,0,0,7,111.7
177,I Gold,DEN,LB,16,0,0,0,0,0,0,0,0,3,0,4,2,7,111.7
179,Aaron Schobel,BUF,DE,16,0,0,0,0,0,0,0,0,12,1,2,1,7,111.6
180,Terrence McGee,BUF,CB,15,0,0,0,0,0,0,0,0,0,4,1,1,7.4,111.5
181,Josh Scobee,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
181,Erik Coleman,NYJ,SS,16,0,0,0,0,0,0,0,0,0,2,0,0,6.9,111
183,Antoine Winfield,MIN,CB,16,0,0,0,0,0,0,0,0,0,4,0,2,6.9,110.5
184,D Burgess,LV,LB,16,0,0,0,0,0,0,0,0,16,0,3,2,6.9,110.4
184,Korey Toomer,NYG,ILB,16,0,0,0,0,0,60,684,7,0,0,0,0,6.9,110.4
186,E Wilford,JAX,WR,16,0,0,0,0,0,41,681,7,0,0,0,0,6.9,110.1
187,Chris Gamble,CAR,CB,15,0,0,0,0,0,0,0,0,0,7,1,1,7.3,110
187,Olindo Mare,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,1,6.9,110
187,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,37,15,18,11,6.9,110
190,Michael Strahan,NYG,DE,16,0,0,0,0,0,0,0,0,11.5,0,1,1,6.8,109.6
191,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,29,17,22,10,6.8,109
192,T Law,NYJ,DB,16,0,0,0,0,0,0,0,0,0,10,0,0,6.7,107.5
192,Kirk Morrison,LV,LB,16,0,0,0,0,0,0,0,0,0,0,0,2,6.7,107.5
194,Kevin Jones,DET,RB,13,0,0,0,664,5,20,109,0,0,0,0,0,8.3,107.3
195,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,28,16,13,10,6.7,107
196,Danny Clark,LV,LB,16,0,0,0,0,0,0,0,0,1,0,0,0,6.7,106.9
197,Priest Holmes,KC,RB,7,0,0,0,451,6,21,197,1,0,0,0,0,15.3,106.8
198,Derrick Johnson,KC,ILB,16,0,0,0,0,0,0,0,0,2,0,2,1,6.6,106.4
199,Terrell Suggs,BAL,DE,16,0,0,0,0,0,0,0,0,8,2,4,1,6.6,106
199,Kerry Rhodes,NYJ,FS,16,0,0,0,0,0,0,0,0,1,1,1,0,6.6,106
201,Sam Gado,GB,RB,8,0,0,0,582,6,10,77,1,0,0,0,0,13.2,105.9
202,Eric Moulds,BUF,WR,15,0,0,0,0,0,81,816,4,0,0,0,0,7,105.6
203,Ike Taylor,PIT,CB,16,0,0,0,0,0,0,0,0,0,1,0,2,6.6,105.5
204,Fred Taylor,JAX,RB,11,0,0,0,787,3,13,83,0,0,0,0,0,9.5,105
204,Darren Sharper,MIN,FS,14,0,0,0,0,0,0,0,0,0,9,1,1,7.5,105
204,K Kennedy,DET,SS,16,0,0,0,0,0,0,0,0,0,2,1,0,6.6,105
207,Will Witherspoon,CAR,OLB,15,0,0,0,0,0,0,0,0,2.5,2,0,0,7,104.8
208,Joey Harrington,DET,QB,12,2021,12,12,80,0,1,-4,0,0,0,0,0,8.7,104.44
209,Kris Brown,HOU,K,16,0,0,0,4,0,0,0,0,0,0,0,0,6.5,104.4
210,T Peterson,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.5,104
211,Lawyer Milloy,BUF,SS,16,0,0,0,0,0,0,0,0,1,1,0,1,6.5,103.9
212,K Kaesviharn,CIN,SS,16,0,0,0,0,0,0,0,0,1,3,0,3,6.5,103.6
213,D Hall,ATL,CB,15,0,0,0,0,0,0,0,0,0,6,1,2,6.9,103.5
213,Chris Hope,PIT,SS,16,0,0,0,0,0,0,0,0,0,3,1,1,6.5,103.5
213,Larry Foote,PIT,ILB,16,0,0,0,0,0,0,0,0,3,0,0,1,6.5,103.5
216,Trent Dilfer,CLE,QB,11,2321,11,12,46,0,0,0,0,0,0,0,0,9.4,103.44
217,G Wesley,KC,SS,16,0,0,0,0,0,0,0,0,0,6,1,0,6.4,103
217,Rob Bironas,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103
219,Kyle Vanden Bosch,TEN,DE,16,0,0,0,0,0,0,0,0,12.5,0,4,1,6.4,102.5
219,Tony Gonzalez,KC,TE,16,0,0,0,0,0,78,905,2,0,0,0,0,6.4,102.5
219,John Abraham,NYJ,OLB,16,0,0,0,0,0,0,0,0,10.5,0,6,1,6.4,102.5
222,Chris Simms,TB,QB,11,2035,10,7,31,0,1,-3,0,0,0,0,0,9.3,102.2
223,M McCree,CAR,SS,16,0,0,0,0,0,0,0,0,0,3,0,1,6.4,102
224,K Lucas,CAR,CB,15,0,0,0,0,0,0,0,0,0,6,0,1,6.8,101.5
225,Brandon Lloyd,SF,WR,16,0,0,0,0,0,48,733,5,0,0,0,0,6.3,101.3
226,Joey Porter,PIT,LB,16,0,0,0,0,0,0,0,0,10.5,2,4,1,6.3,101
226,Joe Nedney,SF,K,15,0,0,0,0,0,0,0,0,0,0,0,0,6.7,101
228,B Simmons,CIN,LB,16,0,0,0,0,0,0,0,0,4,2,3,0,6.3,100.9
229,Kyle Boller,BAL,QB,9,1799,11,12,66,1,0,0,0,0,0,0,0,11.2,100.56
230,T Polley,BAL,LB,16,0,0,0,0,0,0,0,0,4,0,0,1,6.3,100.5
231,Adam Vinatieri,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
231,Mike Adams,SF,FS,14,0,0,0,0,0,0,0,0,1,4,1,1,7.1,100
231,Phil Dawson,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
231,M Roman,GB,SS,16,0,0,0,0,0,0,0,0,0,2,0,2,6.2,100
235,Muhsin Muhammad,CHI,WR,15,0,0,0,0,0,64,750,4,0,0,0,0,6.6,99
236,Aaron Kampman,GB,DT,16,0,0,0,0,0,0,0,0,6.5,0,3,0,6.2,98.8
237,Nathan Vasher,CHI,DB,16,0,0,0,0,0,0,0,0,0,8,1,0,6.2,98.5
237,Rashean Mathis,JAX,CB,16,0,0,0,0,0,0,0,0,0,5,0,1,6.2,98.5
239,Simeon Rice,TB,DE,15,0,0,0,0,0,0,0,0,14,1,6,0,6.6,98.4
240,Kevan Barlow,SF,RB,12,0,0,0,581,3,31,241,0,0,0,0,0,8.2,98.2
241,D Bennett,TEN,WR,13,0,0,0,3,0,58,738,4,0,0,0,0,7.5,98.1
242,Nick Ferguson,DEN,FS,16,0,0,0,0,0,0,0,0,0,5,1,1,6.1,98
242,S Schweigert,LV,SS,16,0,0,0,0,0,0,0,0,0,2,2,3,6.1,98
242,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,33,10,8,8,6.1,98
245,Pisa Tinoisamoa,LAR,LB,16,0,0,0,0,0,0,0,0,1.5,2,0,0,6.1,97.9
246,John Carney,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.1,97
247,F Thomas,NO,CB,16,0,0,0,0,0,0,0,0,3,2,0,2,6,96.5
248,Leonard Little,LAR,DE,14,0,0,0,0,0,0,0,0,9.5,0,4,2,6.9,96.3
248,S Taylor,WAS,S,15,0,0,0,0,0,0,0,0,1,2,2,1,6.4,96.3
250,Chaun Thompson,CLE,LB,16,0,0,0,0,0,0,0,0,5,0,2,1,6,96.2
251,Ryan Longwell,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6,96
252,M Boulware,SEA,SS,16,0,0,0,0,0,0,0,0,2,4,1,0,6,95.9
253,D McCutcheon,CLE,DB,16,0,0,0,0,0,0,0,0,0,2,2,0,6,95.5
253,B Taylor,CLE,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,6,95.5
253,Dunta Robinson,HOU,CB,16,0,0,0,0,0,0,0,0,1,1,1,0,6,95.5
256,Josh McCown,ARI,QB,9,1836,9,11,139,0,0,0,0,0,0,0,0,10.6,95.34
257,Marion Barber,DAL,RB,13,0,0,0,538,5,18,115,0,0,0,0,0,7.3,95.3
258,Bob Sanders,IND,SS,14,0,0,0,0,0,0,0,0,0,1,1,1,6.8,95
259,Jerome Bettis,PIT,RB,12,0,0,0,368,9,4,40,0,0,0,0,0,7.9,94.8
260,Mike Brown,CHI,SS,12,0,0,0,0,0,0,0,0,1,3,1,0,7.9,94.4
260,N Greisen,NYG,LB,16,0,0,0,0,0,0,0,0,1,0,3,3,5.9,94.4
262,L Schulters,MIA,SS,16,0,0,0,0,0,0,0,0,2,4,1,0,5.9,94.2
263,E Parker,LAC,WR,15,0,0,0,55,0,57,725,3,0,0,0,0,6.3,94
263,Matt Bryant,TB,K,15,0,0,0,0,0,0,0,0,0,0,0,0,6.3,94
265,David Garrard,JAX,QB,7,1117,4,1,172,3,0,0,0,0,0,0,0,13.4,93.88
266,Terence Newman,DAL,CB,16,0,0,0,4,0,0,0,0,1,3,1,1,5.8,93.5
267,D Polk,HOU,LB,16,0,0,0,0,0,0,0,0,3.5,0,2,0,5.8,92.8
268,A Wilson,DEN,LB,15,0,0,0,0,0,0,0,0,3,0,2,1,6.2,92.7
269,Robert Mathis,IND,OLB,13,0,0,0,0,0,0,0,0,11.5,0,8,0,7.1,92.5
270,J Webster,ATL,CB,15,0,0,0,0,0,0,0,0,0,1,2,0,6.1,92
270,Will Smith,NO,DE,16,0,0,0,0,0,0,0,0,8.5,0,2,1,5.8,92
272,Bobby Engram,SEA,WR,13,0,0,0,0,0,67,778,3,0,0,0,0,7.1,91.8
