Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
26,Hines Ward,PIT,WR,16,0,0,0,142,0,112,1329,12,0,0,0,0,13.9,223.1
27,Terrell Owens,SF,WR,14,0,0,0,79,1,100,1300,13,0,0,0,0,15.8,221.9
28,Chad Pennington,NYJ,QB,15,3120,22,6,49,2,0,0,0,0,0,0,0,14.6,219.7
29,Jamal Lewis,BAL,RB,16,0,0,0,1327,6,47,442,1,0,0,0,0,13.7,218.9
30,Ahman Green,GB,RB,14,0,0,0,1240,7,57,393,2,0,0,0,0,15.5,217.3
31,Kerry Collins,NYG,QB,16,4073,19,14,-3,0,0,0,0,0,0,0,0,13.3,212.62
32,Marshall Faulk,LAR,RB,14,0,0,0,953,8,80,537,2,0,0,0,0,14.9,209
33,Duce Staley,PHI,RB,16,0,0,0,1029,5,51,541,3,0,0,0,0,12.9,207
34,Brad Johnson,TB,QB,13,3049,22,6,30,0,0,0,0,0,0,0,0,15.8,204.96
35,Corey Dillon,CIN,RB,16,0,0,0,1311,7,43,298,0,0,0,0,0,12.6,200.9
36,Michael Bennett,MIN,RB,16,0,0,0,1296,5,37,351,1,0,0,0,0,12.5,200.7
37,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,56,15,29,22,12.3,197
38,Jake Plummer,ARI,QB,16,2972,18,20,283,2,1,2,0,0,0,0,0,12,191.38
39,Matt Hasselbeck,SEA,QB,16,3075,15,10,202,1,0,0,0,0,0,0,0,12,191.2
40,Mark Brunell,JAX,QB,15,2788,17,7,207,0,0,0,0,0,0,0,0,12.7,190.22
41,Eric Moulds,BUF,WR,16,0,0,0,7,0,100,1292,10,0,0,0,0,11.9,189.9
42,Curtis Martin,NYJ,RB,16,0,0,0,1094,7,49,362,0,0,0,0,0,11.8,189.6
43,Drew Brees,LAC,QB,16,3284,17,16,130,1,0,0,0,0,0,0,0,11.8,188.36
44,Randy Moss,MIN,WR,16,13,1,0,51,0,106,1347,7,0,0,0,0,11.6,186.32
45,Brian Urlacher,CHI,LB,16,0,0,0,0,0,0,0,0,4.5,1,2,2,11.6,185.4
46,Jon Kitna,CIN,QB,14,3178,16,16,57,4,0,0,0,0,0,0,0,13.1,182.82
47,Korey Toomer,NYG,ILB,16,0,0,0,2,0,82,1343,8,0,0,0,0,11.4,182.5
48,Warrick Dunn,ATL,RB,15,0,0,0,927,7,50,377,2,0,0,0,0,12.2,182.4
49,Garrison Hearst,SF,RB,16,0,0,0,972,8,48,317,1,0,0,0,0,11.3,180.9
50,M Shipp,ARI,WR,15,0,0,0,834,6,38,413,3,0,0,0,0,11.8,176.7
51,Plaxico Burress,PIT,WR,16,0,0,0,0,0,78,1325,7,0,0,0,0,11,176.5
52,P Price,BUF,WR,16,0,0,0,-13,0,94,1252,9,0,0,0,0,11,175.9
53,Joe Horn,NO,WR,16,0,0,0,2,0,88,1312,7,0,0,0,0,11,175.4
54,Brian Griese,DEN,QB,13,3214,15,15,107,1,0,0,0,0,0,0,0,13.5,175.26
55,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,43,24,22,21,10.9,175
56,A Smith,NE,TE,16,0,0,0,982,6,31,243,2,0,0,0,0,10.8,172.5
57,Jonathan Stewart,DET,RB,14,0,0,0,1021,4,46,333,2,0,0,0,0,12.2,171.4
58,Tommy Maddox,PIT,QB,15,2836,20,16,43,0,0,0,0,0,0,0,0,11.3,169.74
59,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,47,24,20,15,10.6,169
60,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,52,17,23,16,10.5,168
61,Donald Driver,GB,WR,16,0,0,0,70,0,70,1064,9,0,0,1,0,10.5,167.4
62,J Rice,LV,WR,16,0,0,0,20,0,92,1211,7,0,0,0,0,10.3,165.1
63,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,43,21,11,10,10.2,164
64,Derrick Brooks,TB,LB,16,0,0,0,0,0,0,0,0,1,5,1,1,10.2,162.8
65,Laveranues Coles,NYJ,WR,16,0,0,0,39,0,89,1264,5,0,0,0,0,10.1,162.3
66,M Booker,CHI,WR,16,44,1,0,0,0,97,1189,6,0,0,0,0,10,160.66
67,K Robinson,SEA,WR,16,0,0,0,56,0,78,1240,5,0,0,0,0,10,159.6
68,Tim Couch,CLE,QB,14,2842,18,18,77,0,0,0,0,0,0,0,0,11.4,159.38
69,David Carr,HOU,QB,16,2592,9,15,282,3,0,0,0,0,0,0,0,9.9,157.88
70,Torry Holt,LAR,WR,16,0,0,0,18,0,91,1302,4,0,0,0,0,9.8,156
71,Donnie Edwards,LAC,LB,16,0,0,0,0,0,0,0,0,0,5,0,1,9.7,155.5
72,Edgerrin James,IND,RB,14,0,0,0,989,2,61,354,1,0,0,0,0,11,154.3
73,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,50,19,13,17,9.6,154
73,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,39,20,21,18,9.6,154
75,Isaac Bruce,LAR,WR,16,0,0,0,18,0,79,1075,7,0,0,0,0,9.5,151.3
76,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,47,21,15,9,9.3,149
77,Jason Taylor,MIA,LB,16,0,0,0,0,0,0,0,0,18.5,0,7,2,9.3,148.8
78,R Gardner,WAS,WR,16,0,0,0,1,0,71,1006,8,0,0,0,0,9.3,148.7
79,Jamie Sharper,HOU,LB,16,0,0,0,0,0,0,0,0,5.5,0,0,3,9.3,148.5
80,Keith Bulluck,TEN,LB,16,0,0,0,0,0,0,0,0,1,1,3,2,9.2,147.6
81,Jimmy Smith,JAX,WR,16,0,0,0,2,0,80,1027,7,0,0,0,0,9.2,146.9
82,Jay Fiedler,MIA,QB,11,2024,14,9,99,3,0,0,0,0,0,0,0,13.4,146.86
83,Chad Johnson,CIN,WR,16,0,0,0,0,0,69,1166,5,0,0,0,0,9.2,146.6
84,L Arrington,WAS,LB,16,0,0,0,0,0,0,0,0,11,0,4,3,9.1,146.3
85,London Fletcher,BUF,ILB,16,0,0,0,0,0,0,0,0,3,0,2,2,9.1,145.4
86,Brian Dawkins,PHI,SS,16,0,0,0,0,0,1,57,1,3,2,5,3,9.1,144.9
87,Stephen Davis,WAS,RB,12,0,0,0,820,7,23,142,1,0,0,0,0,12,144.2
88,M Maslowski,KC,LB,16,0,0,0,0,0,0,0,0,1,3,2,1,9,144.1
89,Eric Barton,LV,LB,16,0,0,0,0,0,0,0,0,6,2,3,0,9,143.2
90,Kevin Johnson,TB,WR,16,0,0,0,0,0,76,1088,5,0,0,0,0,8.9,142.8
91,A Wilson,DEN,LB,16,0,0,0,0,0,0,0,0,5,0,1,2,8.9,142.5
91,Keith Brooking,ATL,LB,16,0,0,0,0,0,0,0,0,0,2,1,2,8.9,142.5
93,E Hartwell,BAL,LB,16,0,0,0,0,0,0,0,0,3,0,2,0,8.9,142.3
94,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,40,18,15,11,8.9,142
95,Q Morgan,CLE,WR,16,0,0,0,7,0,56,964,7,0,0,0,0,8.8,141.1
96,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,33,25,11,6,8.8,141
97,Zack Thomas,MIA,LB,16,0,0,0,0,0,0,0,0,0.5,1,0,1,8.8,140.6
98,M Fields,CAR,LB,15,0,0,0,0,0,0,0,0,7.5,1,5,2,9.3,140.2
99,J Feely,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,140
100,M Gramatica,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.6,138
101,M Peterson,IND,LB,16,0,0,0,0,0,0,0,0,0,3,0,0,8.6,137.5
102,R Woodson,LV,S,16,0,0,0,0,0,0,0,0,0,8,0,3,8.6,137
102,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,34,18,15,11,8.6,137
104,Sammie Knight,NO,SS,16,0,0,0,0,0,0,0,0,2,5,2,1,8.6,136.9
105,Joey Porter,PIT,LB,16,0,0,0,0,0,0,0,0,9,4,2,2,8.5,136.6
106,Emmitt Smith,DAL,RB,16,0,0,0,975,5,16,89,0,0,0,0,0,8.5,136.4
107,David Akers,PHI,K,16,0,0,0,10,0,0,0,0,0,0,0,0,8.5,136
107,William Green,CLE,RB,16,0,0,0,887,6,16,113,0,0,0,0,0,8.5,136
109,Rodney Peete,CAR,QB,14,2630,15,14,14,0,0,0,0,0,0,0,0,9.6,134.6
110,Amous Zereoue,PIT,RB,16,0,0,0,762,4,42,341,0,0,0,0,0,8.4,134.3
111,Rod Smith,DEN,WR,16,0,0,0,9,0,89,1027,5,0,0,0,0,8.4,133.6
112,T Taylor,BAL,WR,16,0,0,0,105,0,61,869,6,0,0,0,0,8.3,133.4
113,Madieu Williams,MIN,FS,16,0,0,0,414,11,27,251,0,0,0,0,0,8.3,132.5
113,C Conway,LAC,WR,13,0,0,0,53,2,57,852,5,0,0,0,0,10.2,132.5
115,L Smith,CAR,RB,11,0,0,0,737,7,20,167,0,0,0,0,0,12,132.4
116,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,132
116,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,24,19,16,10,8.2,132
118,Jeff Blake,BAL,QB,11,2084,13,11,106,1,0,0,0,0,0,0,0,12,131.96
119,Derrick Mason,TEN,WR,14,0,0,0,0,0,79,1012,5,0,0,0,0,9.4,131.2
120,N Wayne,GB,LB,16,0,0,0,0,0,0,0,0,2.5,3,3,2,8.2,130.6
121,J Foreman,HOU,LB,16,0,0,0,0,0,0,0,0,0,0,1,0,8.1,130
121,John Carney,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,130
121,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,39,17,13,10,8.1,130
124,Joey Galloway,DAL,WR,16,0,0,0,31,0,61,908,6,0,0,0,0,8.1,129.9
125,Roy Williams,DAL,SS,16,0,0,0,0,0,0,0,0,2,5,3,3,8.1,129.4
126,Ryan Longwell,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
126,Jason Elam,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
128,Joe Porter,LV,CB,16,0,0,0,6,0,51,688,9,0,0,0,0,8,127.4
129,Jerome Bettis,PIT,RB,13,0,0,0,666,9,7,57,0,0,0,0,0,9.7,126.3
130,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,35,10,11,11,7.9,126
131,C Claiborne,DET,LB,16,0,0,0,0,0,0,0,0,4.5,3,0,1,7.9,125.7
132,Todd Heap,BAL,TE,16,0,0,0,38,0,68,836,6,0,0,0,0,7.8,125.4
133,Takeo Spikes,CIN,LB,16,0,0,0,0,0,0,0,0,1.5,0,1,4,7.8,125.2
134,M Green,CHI,SS,16,0,0,0,0,0,0,0,0,1,0,1,2,7.8,124.5
135,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,38,12,25,14,7.8,124
136,Michael Pittman,TB,RB,16,0,0,0,718,1,59,477,0,0,0,1,0,7.7,123.5
137,I Gold,DEN,LB,16,0,0,0,0,0,0,0,0,6.5,0,1,2,7.7,123.4
138,W Chrebet,NYJ,WR,15,0,0,0,0,0,51,691,9,0,0,1,0,8.2,123.1
139,Dre Bly,LAR,DB,16,0,0,0,0,0,0,0,0,1,2,4,2,7.7,123
139,E Holmes,CLE,LB,16,0,0,0,0,0,0,0,0,0,0,1,1,7.7,123
139,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,36,10,24,17,7.7,123
142,Simeon Rice,TB,DE,16,0,0,0,0,0,0,0,0,15.5,1,6,0,7.7,122.6
143,Anthony Thomas,CHI,RB,12,0,0,0,721,6,24,163,0,0,0,0,0,10.2,122.4
144,J Thrash,PHI,WR,16,0,0,0,126,2,52,635,6,0,0,0,0,7.6,122.1
145,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,37,11,14,14,7.6,122
146,S Cowart,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,0,0,7.6,121.7
147,Adam Archuleta,LAR,SS,16,0,0,0,0,0,0,0,0,2.5,1,0,1,7.6,121.5
148,S Barber,PHI,LB,16,0,0,0,0,0,0,0,0,1,2,2,3,7.6,121.1
149,M Hollis,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121
149,Mike Alstott,TB,RB,16,0,0,0,548,5,35,242,2,0,0,0,0,7.6,121
149,Washington Football Team,WAS,DST,16,0,0,0,0,0,0,0,0,40,14,19,12,7.6,121
152,T Pinkston,PHI,WR,15,0,0,0,-15,0,60,798,7,0,0,0,0,8,120.3
153,Marc Bulger,LAR,QB,7,1826,14,6,-13,1,1,3,0,0,0,0,0,17.1,120.04
154,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,28,19,17,11,7.5,120
155,Brian Finneran,ATL,WR,16,0,0,0,0,0,56,838,6,0,0,0,0,7.5,119.8
156,T Lyght,DET,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,7.5,119.5
157,Tony Gonzalez,KC,TE,16,0,0,0,0,0,63,773,7,0,0,0,0,7.5,119.3
158,Adam Vinatieri,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
158,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,30,15,11,8,7.4,119
160,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,34,18,14,13,7.4,118
160,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,28,17,20,12,7.4,118
162,R Tongue,SEA,SS,16,0,0,0,0,0,0,0,0,0,5,0,2,7.3,117.5
163,F Thomas,NO,CB,15,0,0,0,0,0,0,0,0,1,5,2,1,7.8,117.4
164,Roosevelt Colvin,CHI,LB,16,0,0,0,0,0,0,0,0,10.5,0,3,1,7.3,116.6
165,D Coakley,DAL,LB,16,0,0,0,0,0,0,0,0,1,1,0,1,7.3,116.1
166,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,40,9,14,13,7.2,116
167,M Rucker,CAR,DE,16,0,0,0,0,0,0,0,0,10,0,4,1,7.2,115.9
168,L Schulters,TEN,SS,16,0,0,0,0,0,0,0,0,2,6,0,1,7.2,115.1
169,Mike Brown,CHI,SS,16,0,0,0,0,0,0,0,0,0,3,3,2,7.2,115
169,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,36,14,14,13,7.2,115
171,T Parrish,SF,SS,16,0,0,0,0,0,0,0,0,0,7,1,2,7.2,114.5
172,D Smith,SF,LB,16,0,0,0,0,0,0,0,0,1,0,1,1,7.2,114.4
173,Cyhl Quarles,TB,SS,16,0,0,0,0,0,0,0,0,1,2,0,0,7.1,113.3
174,D Patten,NE,WR,16,0,0,0,6,0,61,824,5,0,0,0,0,7.1,113
174,Joe Nedney,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
176,J Armstead,WAS,LB,16,0,0,0,0,0,0,0,0,3,0,1,3,7.1,112.9
177,B Kelly,TB,DB,16,0,0,0,0,0,0,0,0,1,8,1,0,7,112
177,D Jackson,SEA,WR,13,0,0,0,3,0,62,877,4,0,0,0,0,8.6,112
179,Dwight Freeney,IND,DE,16,0,0,0,0,0,0,0,0,13,0,9,1,7,111.7
180,Kevan Barlow,SF,RB,14,0,0,0,675,4,14,136,1,0,0,0,0,7.9,111.1
181,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,33,10,19,14,6.9,111
182,M Patton,KC,LB,16,0,0,0,0,0,0,0,0,2,2,1,2,6.9,110.9
183,Jim Miller,CHI,QB,10,1944,13,9,11,0,0,0,0,0,0,0,0,11.1,110.86
184,Julian Peterson,SF,LB,16,0,0,0,0,0,0,0,0,2,1,2,1,6.9,110.6
185,T Brown,NE,WR,14,0,0,0,14,0,97,890,3,0,0,0,0,7.9,110.4
186,M Barrow,NYG,LB,15,0,0,0,0,0,0,0,0,2.5,0,2,0,7.4,110.3
187,Jamel White,CLE,RB,14,0,0,0,470,3,63,452,0,0,0,0,0,7.9,110.2
188,D Smith,NO,LB,15,0,0,0,0,0,0,0,0,3.5,2,0,0,7.3,110.1
189,A Glenn,HOU,DB,16,0,0,0,0,0,0,0,0,1,5,0,0,6.8,109.5
190,A Bryant,DAL,WR,16,0,0,0,40,0,44,733,6,0,0,0,0,6.8,109.3
191,A Molden,LAC,CB,16,0,0,0,0,0,0,0,0,2,3,2,2,6.8,109.1
192,M Jones,NYJ,LB,16,0,0,0,0,0,0,0,0,0,1,1,2,6.8,109
192,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,32,19,15,8,6.8,109
194,Ed Reed,BAL,FS,16,0,0,0,0,0,0,0,0,1,5,0,0,6.8,108.8
195,R McNeil,LAC,CB,15,0,0,0,0,0,0,0,0,0,1,0,4,7.2,108.5
195,Dennis Northcutt,CLE,WR,13,0,0,0,104,1,38,601,5,0,0,0,0,8.3,108.5
197,R Thompson,ARI,LB,16,0,0,0,0,0,0,0,0,3,0,1,0,6.8,108.4
197,Eddie Kennison,KC,WR,16,0,0,0,58,0,53,906,2,0,0,0,0,6.8,108.4
199,Joey Harrington,DET,QB,14,2294,12,16,4,0,0,0,0,0,0,0,0,7.7,108.16
200,C Cash,DET,CB,16,0,0,0,0,0,0,0,0,0,1,1,2,6.8,108
200,Rian Lindell,SEA,K,16,0,0,0,0,0,0,0,0,0,0,1,0,6.8,108
200,Matt Bryant,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
203,Donte' Stallworth,NO,WR,13,0,0,0,2,0,42,594,8,0,0,0,0,8.3,107.6
204,J Bellamy,NO,SS,16,0,0,0,0,0,0,0,0,1.5,3,1,2,6.7,107.3
205,M Vanderjagt,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
205,G Biekert,MIN,LB,15,0,0,0,0,0,0,0,0,0,4,0,1,7.1,107
205,J Hall,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
205,D Thompson,WAS,WR,16,0,0,0,77,0,53,773,4,0,0,0,0,6.7,107
209,T Brown,LV,WR,16,0,0,0,19,0,81,930,2,0,0,0,0,6.7,106.9
210,N Diggs,GB,LB,16,0,0,0,0,0,0,0,0,3,2,1,2,6.7,106.6
211,Leonard Little,LAR,DE,16,0,0,0,0,0,0,0,0,12,0,9,1,6.6,106.4
212,Adrian Wilson,ARI,SS,14,0,0,0,0,0,0,0,0,1.5,4,1,0,7.6,106.3
213,P Sirmon,TEN,LB,16,0,0,0,0,0,0,0,0,2,3,0,0,6.6,106
213,V Green,NE,S,16,0,0,0,0,0,0,0,0,0,1,4,3,6.6,106
213,Olindo Mare,MIA,K,15,0,0,0,0,0,0,0,0,0,0,0,0,7.1,106
216,T Streets,SF,WR,16,0,0,0,0,0,72,756,5,0,0,0,0,6.6,105.6
217,S Mack,JAX,RB,16,0,0,0,436,9,11,79,0,0,0,0,0,6.6,105.5
218,Mike Minter,CAR,SS,16,0,0,0,0,0,0,0,0,1,4,0,1,6.6,105.2
219,M Andersen,KC,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8.1,105
220,Steve Smith,CAR,WR,15,0,0,0,-4,0,54,872,3,0,0,0,0,7,104.8
221,A Hawkins,CIN,LB,15,0,0,0,0,0,0,0,0,2,2,1,2,7,104.7
222,C Bradford,HOU,WR,16,0,0,0,-11,0,45,697,6,0,0,0,0,6.5,104.6
223,E McCaffrey,DEN,WR,16,0,0,0,22,0,69,903,2,0,0,0,0,6.5,104.5
224,Muhsin Muhammad,CAR,WR,14,0,0,0,40,0,63,823,3,0,0,0,0,7.4,104.3
225,Michael Strahan,NYG,DE,16,0,0,0,0,0,0,0,0,11,0,2,1,6.5,103.7
226,Rodney Harrison,LAC,SS,13,0,0,0,0,0,0,0,0,2,2,2,0,8,103.6
227,B Marion,MIA,S,16,0,0,0,0,0,0,0,0,0,5,0,0,6.5,103.5
228,Kabeer Gbaja-Biamila,GB,DE,15,0,0,0,0,0,0,0,0,12,1,4,1,6.9,103.3
228,Keenan McCardell,TB,WR,14,0,0,0,3,0,61,670,6,0,0,0,0,7.4,103.3
230,Ronde Barber,TB,FS,16,0,0,0,0,0,0,0,0,3,2,0,0,6.4,103
230,P Edinger,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103
230,M Coleman,HOU,FS,16,0,0,0,0,0,0,0,0,0,1,2,2,6.4,103
230,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,35,9,22,19,6.4,103
234,R Phifer,NE,LB,14,0,0,0,0,0,0,0,0,0.5,0,2,1,7.3,102.1
235,Phil Dawson,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
236,Andre Carter,SF,DE,16,0,0,0,0,0,0,0,0,12.5,0,3,1,6.4,101.9
237,Seth Williams,NYG,DB,16,0,0,0,0,0,0,0,0,2,2,0,1,6.4,101.8
238,B Simmons,CIN,LB,16,0,0,0,0,0,0,0,0,3,1,0,0,6.4,101.7
239,R Howard,CAR,CB,14,0,0,0,0,0,0,0,0,1,2,0,2,7.3,101.6
240,Jeremy Shockey,NYG,TE,15,0,0,0,0,0,74,894,2,0,0,0,0,6.8,101.4
241,R Morris,IND,LB,16,0,0,0,0,0,0,0,0,3,0,1,0,6.3,101.3
242,K Lucas,SEA,CB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.3,100.5
242,Nate Clements,BUF,SS,16,0,0,0,0,0,0,0,0,0,6,0,0,6.3,100.5
242,C Scott,PIT,SS,15,0,0,0,0,0,0,0,0,0,2,0,0,6.7,100.5
245,Jason Hanson,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
245,D O'Neal,DEN,WR,16,0,0,0,0,0,0,0,0,0,5,0,0,6.2,100
247,K Johnson,CLE,WR,16,33,1,0,0,0,67,703,4,0,0,0,0,6.2,99.62
248,Chris Chambers,MIA,WR,15,0,0,0,78,0,52,734,3,0,0,0,0,6.6,99.2
249,J Webster,SF,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,6.2,99
249,T Law,NE,DB,16,0,0,0,0,0,0,0,0,1,4,1,1,6.2,99
251,P Warrick,CIN,WR,15,0,0,0,22,0,53,606,6,0,0,0,1,6.6,98.8
252,Champ Bailey,WAS,CB,16,0,0,0,4,0,0,0,0,0,3,0,0,6.2,98.4
253,C Clemons,NO,LB,16,0,0,0,0,0,0,0,0,0.5,0,2,3,6.1,98
253,Matt Stover,BAL,K,15,0,0,0,0,0,0,0,0,0,0,0,0,6.5,98
255,Mike Vrabel,NE,LB,16,0,0,0,0,0,1,1,1,4.5,1,0,2,6.1,97.1
255,P Boulware,BAL,LB,16,0,0,0,0,0,0,0,0,7,1,0,2,6.1,97.1
255,Corey Chavous,MIN,SS,16,0,0,0,0,0,0,0,0,1,3,0,0,6.1,97.1
258,H Douglas,PHI,LB,16,0,0,0,0,0,0,0,0,12.5,0,2,0,6.1,96.9
259,S Harts,KC,SS,15,0,0,0,0,0,0,0,0,2,0,4,1,6.5,96.8
260,B Taylor,PHI,CB,16,0,0,0,0,0,0,0,0,0,5,1,2,6,96.5
260,A Dyson,TEN,CB,16,0,0,0,0,0,0,0,0,1,3,2,0,6,96.5
262,B Romanowski,LV,LB,16,0,0,0,0,0,0,0,0,4,1,0,0,6,96.4
263,Patrick Kerney,ATL,DE,16,0,0,0,0,0,0,0,0,10.5,0,0,2,6,96.2
264,Reggie Wayne,IND,WR,16,0,0,0,0,0,49,716,4,0,0,0,0,6,95.6
265,Darren Sharper,GB,FS,13,0,0,0,0,0,0,0,0,0,7,0,0,7.3,95.5
265,M McCree,JAX,S,16,0,0,0,0,0,0,0,0,1,6,0,0,6,95.5
267,Kevin Faulk,NE,RB,15,0,0,0,271,2,37,379,3,0,0,0,0,6.3,95
267,Greg Ellis,DAL,LB,15,0,0,0,0,0,0,0,0,7.5,1,2,0,6.3,95
269,K Lassiter,ARI,SS,16,0,0,0,0,0,0,0,0,0,2,1,1,5.9,94.5
270,J Wilkins,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.9,94
271,J Gildon,PIT,LB,16,0,0,0,0,0,0,0,0,9,0,3,0,5.9,93.9
272,B Short,NYG,LB,16,0,0,0,0,0,0,0,0,3,1,0,1,5.9,93.8
272,Tedy Bruschi,NE,LB,11,0,0,0,0,0,0,0,0,4.5,2,1,0,8.5,93.8
274,T Glenn,GB,WR,15,0,0,0,0,0,56,817,2,0,0,0,0,6.2,93.7
275,G Baxter,BAL,FS,16,0,0,0,0,0,0,0,0,0,1,0,0,5.8,93.5
276,Chris Draft,ATL,LB,15,0,0,0,0,0,0,0,0,3.5,2,2,2,6.2,93.4
