Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
85,Von Miller,DEN,OLB,16,0,0,0,0,0,0,0,0,14.5,1,5,3,9.3,149.25
86,Jaylon Smith,DAL,ILB,16,0,0,0,0,0,0,0,0,4,0,3,2,9.3,148.6
87,Telvin Smith,JAX,OLB,16,0,0,0,0,0,0,0,0,1,2,1,1,9.3,148.4
88,Dee Ford,KC,DE,16,0,0,0,0,0,0,0,0,13,0,6,0,9.3,148.35
89,Danielle Hunter,MIN,DE,16,0,0,0,0,0,0,0,0,14.5,0,0,1,9.3,148.2
90,Lamar Miller,HOU,RB,14,0,0,0,973,5,25,163,1,0,0,0,0,10.5,147.6
91,Lavonte David,TB,ILB,14,0,0,0,0,0,0,0,0,3.5,0,1,2,10.5,146.95
92,Khalil Mack,CHI,OLB,14,0,0,0,0,0,0,0,0,12.5,1,6,2,10.4,146.3
93,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,43,15,20,14,9.1,146
94,Aaron Jones,GB,RB,12,0,0,0,728,8,26,206,1,0,0,0,0,12.1,145.4
95,Tyler Boyd,CIN,WR,14,0,0,0,3,0,76,1028,7,0,0,0,0,10.4,145.1
96,Calais Campbell,JAX,DE,16,0,0,0,0,0,0,0,0,10.5,0,1,1,9,144.35
97,Demario Davis,NO,OLB,16,0,0,0,0,0,0,0,0,5,0,2,1,9,143.8
98,DeMarcus Lawrence,DAL,DE,16,0,0,0,0,0,0,0,0,10.5,1,3,1,9,143.2
99,Calvin Ridley,ATL,WR,16,0,0,0,27,0,64,821,10,0,0,0,0,8.9,142.8
100,Ryan Tannehill,MIA,QB,11,1979,17,9,145,0,1,3,1,0,0,0,0,12.9,141.96
101,Tremaine Edmunds,BUF,LB,15,0,0,0,0,0,0,0,0,2,2,2,0,9.4,141.4
102,Jason Myers,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,141
102,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,141
104,Jayon Brown,TEN,ILB,16,0,0,0,0,0,0,0,0,6,1,2,1,8.8,140.55
105,Amari Cooper,DAL,WR,15,0,0,0,20,0,75,1004,7,0,0,0,0,9.4,140.4
106,Roquan Smith,CHI,ILB,16,0,0,0,0,0,0,0,0,5,1,0,0,8.8,140.2
107,Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,140
108,Leighton Vander Esch,DAL,OLB,16,0,0,0,0,0,0,0,0,0,2,0,0,8.7,139
109,Alex Smith,WAS,QB,10,2180,10,5,168,1,0,0,0,0,0,0,0,13.8,138
110,Mike Williams,LAC,WR,16,0,0,0,28,1,43,664,10,0,0,0,0,8.6,137.2
111,Joe Flacco,BAL,QB,9,2465,12,6,45,0,0,0,0,0,0,0,0,15.2,137.1
111,Kenny Golladay,DET,WR,15,0,0,0,8,0,70,1063,5,0,0,1,1,9.1,137.1
113,Frank Clark,SEA,DE,16,0,0,0,0,0,0,0,0,14,1,4,2,8.5,136.15
114,Jarvis Landry,CLE,WR,16,63,0,0,60,1,81,976,4,0,0,0,0,8.5,136.12
115,Antoine Bethea,ARI,FS,16,0,0,0,0,0,0,0,0,3,0,1,0,8.5,135.6
116,Matt Breida,SF,RB,14,0,0,0,814,3,27,261,2,0,0,0,0,9.7,135.5
117,Mason Foster,WAS,ILB,16,0,0,0,0,0,0,0,0,1,2,1,2,8.4,135.2
118,Kiko Alonso,MIA,ILB,15,0,0,0,0,0,0,0,0,0,3,3,1,9,135
118,Aldrick Rosas,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,135
118,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,30,18,12,10,8.4,135
121,Shawn Williams,CIN,SS,16,0,0,0,0,0,0,0,0,1,5,1,0,8.4,134.5
122,Avery Williamson,NYJ,ILB,16,0,0,0,0,0,0,0,0,2.5,1,2,1,8.4,134.25
123,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
123,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
125,Myles Garrett,CLE,DE,16,0,0,0,0,0,0,0,0,13.5,0,3,0,8.4,133.65
126,Jarrad Davis,DET,ILB,16,0,0,0,0,0,0,0,0,6,0,1,1,8.3,133.5
127,Julian Edelman,NE,WR,12,43,0,0,107,0,74,850,6,0,0,0,0,11.1,133.42
128,Jamie Collins Sr.,CLE,LB,16,0,0,0,0,0,0,0,0,4,1,1,1,8.3,132.7
129,Sony Michel,NE,RB,13,0,0,0,931,6,7,50,0,0,0,0,0,10.2,132.1
130,John Johnson III,LAR,SS,16,0,0,0,0,0,0,0,0,0,4,1,0,8.2,132
130,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,43,12,8,5,8.2,132
132,Derwin James Jr.,LAC,SS,16,0,0,0,0,0,0,0,0,3.5,3,0,0,8.2,131.7
133,Bradley Chubb,DEN,OLB,16,0,0,0,0,0,0,0,0,12,0,2,1,8.2,131.4
134,Brett Maher,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,131
135,Jason Pierre-Paul,TB,OLB,16,0,0,0,0,0,0,0,0,12.5,0,1,1,8.2,130.9
136,Peyton Barber,TB,RB,16,0,0,0,871,5,20,92,1,0,0,0,0,8.1,130.3
137,DeForest Buckner,SF,DT,16,0,0,0,0,0,0,0,0,12,0,0,1,8.1,130.2
138,Robbie Gould,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,130
138,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,52,15,22,12,8.1,130
140,Austin Ekeler,LAC,RB,14,0,0,0,554,3,39,404,3,0,0,0,0,9.3,129.8
141,Chandler Jones,ARI,OLB,16,0,0,0,0,0,0,0,0,13,0,3,1,8.1,129.6
142,Kyle Van Noy,NE,LB,16,0,0,0,0,0,0,0,0,3.5,1,1,2,8,127.9
143,Emmanuel Sanders,DEN,WR,12,28,1,0,53,1,71,868,4,0,0,0,0,10.6,127.22
144,Budda Baker,ARI,FS,14,0,0,0,0,0,0,0,0,2,0,1,2,9.1,127.05
145,Tahir Whitehead,LV,OLB,16,0,0,0,0,0,0,0,0,0,1,1,0,7.9,127
146,Jadeveon Clowney,HOU,DE,15,0,0,0,0,0,0,0,0,9,0,1,3,8.4,126.55
147,Jordan Poyer,BUF,SS,16,0,0,0,0,0,0,0,0,2,4,1,1,7.9,126.5
148,Chris Godwin,TB,WR,16,0,0,0,0,0,59,842,7,0,0,0,0,7.9,126.2
149,Jared Cook,LV,TE,16,0,0,0,0,0,68,896,6,0,0,0,0,7.8,125.6
150,Lorenzo Alexander,BUF,OLB,16,0,0,0,0,0,0,0,0,6.5,2,1,1,7.8,125.55
151,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,12,0,1,1,7.8,125.2
152,Todd Davis,DEN,ILB,16,0,0,0,0,0,0,0,0,0.5,1,0,0,7.8,125
153,Alec Ogletree,NYG,ILB,13,0,0,0,0,0,0,0,0,1,5,0,0,9.6,124.8
154,Matt Prater,DET,K,16,8,1,0,0,0,0,0,0,0,0,0,0,7.8,124.32
155,Greg Zuerlein,LAR,K,11,0,0,0,0,0,0,0,0,0,0,0,0,11.3,124
155,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,50,12,8,8,7.8,124
157,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,10.5,0,1,1,7.7,123.65
158,Danny Trevathan,CHI,ILB,16,0,0,0,0,0,0,0,0,2,2,1,1,7.7,123.6
159,Nick Mullens,SF,QB,8,2277,13,10,-16,0,0,0,0,0,0,0,0,15.4,123.48
160,Harrison Smith,MIN,SS,16,0,0,0,0,0,0,0,0,3,3,1,2,7.7,123.2
161,Fred Warner,SF,ILB,16,0,0,0,0,0,0,0,0,0,0,1,1,7.7,122.5
162,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,44,17,15,10,7.6,122
163,Mark Ingram II,NO,RB,12,0,0,0,645,6,21,170,1,0,0,0,0,10.1,121.5
164,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121
164,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,43,12,20,14,7.6,121
166,Wesley Woodyard,TEN,ILB,14,0,0,0,0,0,0,0,0,4.5,0,0,1,8.6,120.95
167,Joe Schobert,CLE,ILB,13,0,0,0,0,0,0,0,0,3,1,2,2,9.3,120.8
168,Alshon Jeffery,PHI,WR,13,0,0,0,0,0,65,843,6,0,0,0,0,9.3,120.3
169,Akiem Hicks,CHI,DT,16,0,0,0,1,1,0,0,0,7.5,0,3,0,7.5,120.15
170,Malcolm Jenkins,PHI,SS,16,0,0,0,0,0,0,0,0,1,1,3,1,7.5,120.1
171,Sebastian Janikowski,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
171,Myles Jack,JAX,OLB,16,0,0,0,0,0,0,0,0,2.5,1,1,1,7.5,120
171,Washington Football Team,WAS,DST,16,0,0,0,0,0,0,0,0,46,15,18,11,7.5,120
174,Isaiah Crowell,NYJ,RB,13,0,0,0,685,6,21,152,0,0,0,0,0,9.2,119.7
175,Kareem Jackson,HOU,SS,16,0,0,0,0,0,0,0,0,1,2,2,1,7.4,119.2
176,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,39,11,9,6,7.4,119
177,Corey Davis,TEN,WR,16,0,0,0,55,0,65,891,4,0,0,0,0,7.4,118.6
178,Anthony Hitchens,KC,LB,15,0,0,0,0,0,0,0,0,0,0,1,0,7.9,118.5
178,Zach Cunningham,HOU,OLB,14,0,0,0,0,0,0,0,0,0,1,2,1,8.5,118.5
180,T.J. Yeldon,JAX,RB,14,0,0,0,414,1,55,487,4,0,0,0,0,8.4,118.1
181,Ryan Kerrigan,WAS,DE,16,0,0,0,0,0,0,0,0,13,0,2,1,7.3,117.55
182,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,37,11,7,7,7.3,117
183,Larry Fitzgerald,ARI,WR,16,32,1,0,0,0,69,734,6,0,0,0,0,7.3,116.68
184,Sterling Shepard,NYG,WR,16,0,0,0,33,0,66,872,4,0,0,0,0,7.3,116.5
185,Kevin Byard,TEN,FS,16,66,1,0,0,0,0,0,0,2,4,0,0,7.3,116.44
186,Mohamed Sanu Sr.,ATL,WR,16,5,1,0,44,0,66,838,4,0,0,0,0,7.3,116.4
187,Justin Reid,HOU,SS,16,0,0,0,0,0,0,0,0,0,3,1,2,7.2,116
187,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,38,15,15,11,7.2,116
187,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,31,21,11,7,7.2,116
190,Ha Ha Clinton-Dix,WAS,SS,16,0,0,0,0,0,0,0,0,1,3,2,1,7.2,115.5
191,Jake Elliott,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
192,Tyrann Mathieu,HOU,SS,16,0,0,0,0,0,0,0,0,3,2,0,1,7.1,114
192,Jessie Bates III,CIN,FS,16,0,0,0,0,0,0,0,0,0,3,0,0,7.1,114
194,Eric Kendricks,MIN,ILB,14,0,0,0,0,0,0,0,0,1,2,1,1,8.1,113.7
195,Cody Parkey,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
196,Josh Rosen,ARI,QB,14,2278,11,14,138,0,0,0,0,0,0,0,0,8.1,112.92
197,Jarran Reed,SEA,DT,16,0,0,0,0,0,0,0,0,10.5,0,0,2,7.1,112.9
198,Justin Houston,KC,OLB,12,0,0,0,0,0,0,0,0,9,1,5,3,9.4,112.85
199,Adam Humphries,TB,WR,16,0,0,0,11,0,76,816,5,0,0,0,0,7,112.7
200,Anthony Walker,IND,ILB,15,0,0,0,0,0,0,0,0,1,1,0,1,7.5,112.1
201,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
201,Dalvin Cook,MIN,RB,11,0,0,0,615,2,40,305,2,0,0,0,0,10.2,112
201,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,38,13,8,7,7,112
204,Benardrick McKinney,HOU,ILB,16,0,0,0,0,0,0,0,0,1.5,1,1,0,7,111.75
205,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
206,DeSean Jackson,TB,WR,12,0,0,0,29,1,41,774,4,0,0,0,0,9.2,110.3
207,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,52,8,13,7,6.9,110
208,Latavius Murray,MIN,RB,16,0,0,0,578,6,22,141,0,0,0,0,0,6.9,109.9
209,Matt Milano,BUF,OLB,13,0,0,0,0,0,0,0,0,1,3,0,3,8.4,109.3
210,Carlos Dunlap II,CIN,DE,16,0,0,0,0,0,0,0,0,8,0,2,1,6.8,109.2
210,Zay Jones,BUF,WR,16,0,0,0,0,0,56,652,7,0,0,0,0,6.8,109.2
212,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,36,16,21,12,6.8,109
213,Golden Tate,PHI,WR,15,0,0,0,34,0,74,795,4,0,0,0,0,7.3,108.9
214,Eddie Jackson,CHI,SS,14,0,0,0,0,0,0,0,0,1,6,1,1,7.7,108.2
215,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,49,12,19,12,6.8,108
216,Dede Westbrook,JAX,WR,16,0,0,0,98,0,66,717,5,0,0,0,0,6.7,107.5
217,Kerryon Johnson,DET,RB,10,0,0,0,641,3,32,213,1,0,0,0,0,10.7,107.4
218,Bradley McDougald,SEA,SS,16,0,0,0,0,0,0,0,0,0,3,3,1,6.7,106.5
219,Robby Anderson,NYJ,WR,14,0,0,0,-8,0,50,752,6,0,0,0,0,7.6,106.4
220,Michael Bennett,PHI,DE,16,0,0,0,0,0,0,0,0,9,0,2,0,6.6,106.05
221,C.J. Mosley,BAL,ILB,15,0,0,0,0,0,0,0,0,0.5,1,0,0,7,105.55
222,Damon Harrison,DET,DT,17,0,0,0,0,0,0,0,0,3.5,0,2,1,6.2,105.5
223,Jurrell Casey,TEN,DE,15,0,0,0,0,0,0,0,0,7,0,2,1,7,105.25
224,Zach Brown,WAS,ILB,16,0,0,0,0,0,0,0,0,1,0,2,0,6.6,105
225,Kenny Moore II,IND,CB,15,0,0,0,0,0,0,0,0,1.5,3,1,0,7,104.3
226,Vince Williams,PIT,ILB,14,0,0,0,0,0,0,0,0,4.5,1,0,0,7.4,104.05
227,Damarious Randall,CLE,CB,15,0,0,0,0,0,0,0,0,0,4,0,1,6.9,104
228,Trey Flowers,NE,DE,15,0,0,0,0,0,0,0,0,7.5,0,2,0,6.9,103.8
229,Raekwon McMillan,MIA,LB,16,0,0,0,0,0,0,0,0,0,0,2,1,6.5,103.5
230,A.J. Green,CIN,WR,9,0,0,0,0,0,46,694,6,0,0,0,0,11.5,103.4
230,Haason Reddick,ARI,OLB,16,0,0,0,0,0,0,0,0,4,0,1,0,6.5,103.4
232,Jordan Hicks,PHI,ILB,12,0,0,0,0,0,0,0,0,3,0,0,1,8.6,103.2
232,Brian Poole,ATL,CB,16,0,0,0,0,0,0,0,0,3,3,0,2,6.4,103.2
234,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,39,13,13,7,6.4,103
234,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,49,7,13,9,6.4,103
236,Mike Davis,SEA,RB,15,0,0,0,514,4,34,214,1,0,0,0,0,6.9,102.8
237,Nigel Bradham,PHI,ILB,15,0,0,0,0,0,0,0,0,2,0,0,1,6.8,102.4
238,Damontae Kazee,ATL,SS,16,0,0,0,0,0,0,0,0,0,7,0,0,6.4,102
238,DJ Moore,CAR,WR,16,0,0,0,172,0,55,788,2,0,0,0,0,6.4,102
240,Doug Martin,LV,RB,16,0,0,0,723,4,18,116,0,0,0,0,0,6.4,101.9
240,John Brown,BAL,WR,16,0,0,0,4,0,42,715,5,0,0,0,0,6.4,101.9
242,Dion Lewis,TEN,RB,16,0,0,0,517,1,59,400,1,0,0,0,0,6.4,101.7
243,Nelson Agholor,PHI,WR,16,15,0,0,32,0,64,736,4,0,0,0,0,6.3,101.4
244,Matt Bryant,ATL,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.8,101
245,Donte Jackson,CAR,CB,16,0,0,0,0,0,0,0,0,1,4,1,0,6.3,100.8
246,Tre Boston,ARI,FS,14,0,0,0,0,0,0,0,0,0,3,1,1,7.2,100.5
247,Za'Darius Smith,BAL,OLB,16,0,0,0,0,0,0,0,0,8.5,0,1,0,6.3,100.3
248,Randy Bullock,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
248,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,37,17,17,15,6.2,100
248,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,43,7,9,7,6.2,100
251,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,8,0,1,1,6.2,99.75
252,Adrian Phillips,LAC,SS,16,0,0,0,0,0,0,0,0,0,1,1,0,6.2,99.5
253,Malcolm Butler,TEN,CB,16,0,0,0,0,0,0,0,0,1,3,0,0,6.2,99.4
254,Stephen Hauschka,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
254,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
256,Leonard Fournette,JAX,RB,8,0,0,0,439,5,22,185,1,0,0,0,0,12.3,98.4
257,Allen Robinson II,CHI,WR,13,0,0,0,9,0,55,754,4,0,0,0,0,7.6,98.3
258,Yannick Ngakoue,JAX,DE,16,0,0,0,0,0,0,0,0,9.5,0,0,0,6.1,98.25
259,Quandre Diggs,DET,SS,16,0,0,0,0,0,0,0,0,0,3,0,0,6.1,98
259,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,39,9,15,11,6.1,98
261,Nyheim Hines,IND,RB,16,0,0,0,314,2,63,425,2,0,0,0,0,6.1,97.9
262,Curtis Samuel,CAR,WR,13,0,0,0,84,2,39,494,5,0,0,1,0,7.5,97.8
263,Josh Gordon,NE,WR,12,0,0,0,0,0,41,737,4,0,0,0,0,8.1,97.7
263,Demaryius Thomas,HOU,WR,15,0,0,0,0,0,59,677,5,0,0,0,0,6.5,97.7
265,Eli Apple,NO,CB,15,0,0,0,0,0,0,0,0,0,2,1,2,6.5,97.5
265,Prince Amukamara,CHI,CB,15,0,0,0,0,0,0,0,0,0,3,2,0,6.5,97.5
267,Kenny Stills,MIA,WR,15,3,1,0,0,0,37,553,6,0,0,0,0,6.5,97.42
